year,system_capex_per_kw_res,system_capex_per_kw_com,system_capex_per_kw_ind,system_om_per_kw_res,system_om_per_kw_com,system_om_per_kw_ind,system_variable_om_per_kw_res,system_variable_om_per_kw_com,system_variable_om_per_kw_ind
2014,3284.981095,2699.070473,2699.070473,24.29,18.36025339,18.36025339,0,0,0
2015,3096.324736,2249.114594,2249.114594,24.29,18.36025339,18.36025339,0,0,0
2016,2931.783029,2180.198259,2180.198259,21.43,17.9353362,17.9353362,0,0,0
2017,2769.735246,1857.000226,1857.000226,23.42778178,17.93538039,17.93538039,0,0,0
2018,2639.797316,1810.013773,1810.013773,21.47546663,17.1022807,17.1022807,0,0,0
2019,2346.065978,1332.695325,1332.695325,18.76852782,13.14654716,13.14654716,0,0,0
2020,2217.032349,1247.906714,1247.906714,17.73625879,12.31013883,12.31013883,0,0,0
2021,2075.6523,1122.810649,1122.810649,16.6052184,11.07611235,11.07611235,0,0,0
2022,1934.272251,1084.703355,1084.703355,15.47417801,10.70019797,10.70019797,0,0,0
2023,1792.892203,1046.596061,1046.596061,14.34313762,10.32428359,10.32428359,0,0,0
2024,1651.512154,1008.488767,1008.488767,13.21209723,9.948369211,9.948369211,0,0,0
2025,1510.132105,970.3814733,970.3814733,12.08105684,9.572454832,9.572454832,0,0,0
2026,1368.752056,932.2741795,932.2741795,10.95001645,9.196540453,9.196540453,0,0,0
2027,1227.372008,894.1668856,894.1668856,9.81897606,8.820626074,8.820626074,0,0,0
2028,1085.991959,856.0595918,856.0595918,8.68793567,8.444711695,8.444711695,0,0,0
2029,944.61191,817.952298,817.952298,7.55689528,8.068797317,8.068797317,0,0,0
2030,803.2318613,779.8450042,779.8450042,6.42585489,7.692882938,7.692882938,0,0,0
2031,783.762273,760.7635579,760.7635579,6.270098184,7.504651517,7.504651517,0,0,0
2032,764.2926848,741.6821116,741.6821116,6.114341478,7.316420097,7.316420097,0,0,0
2033,744.8230966,722.6006653,722.6006653,5.958584772,7.128188677,7.128188677,0,0,0
2034,725.3535083,703.519219,703.519219,5.802828067,6.939957257,6.939957257,0,0,0
2035,705.8839201,684.4377727,684.4377727,5.647071361,6.751725836,6.751725836,0,0,0
2036,686.4143318,665.3563264,665.3563264,5.491314655,6.563494416,6.563494416,0,0,0
2037,666.9447436,646.2748801,646.2748801,5.335557949,6.375262996,6.375262996,0,0,0
2038,647.4751553,627.1934337,627.1934337,5.179801243,6.187031576,6.187031576,0,0,0
2039,628.0055671,608.1119874,608.1119874,5.024044537,5.998800155,5.998800155,0,0,0
2040,608.5359788,589.0305411,589.0305411,4.868287831,5.810568735,5.810568735,0,0,0
2041,599.2235393,583.85479,583.85479,4.793788315,5.759511862,5.759511862,0,0,0
2042,589.9110998,578.6790388,578.6790388,4.719288798,5.708454988,5.708454988,0,0,0
2043,580.5986603,573.5032877,573.5032877,4.644789282,5.657398115,5.657398115,0,0,0
2044,571.2862207,568.3275365,568.3275365,4.570289766,5.606341241,5.606341241,0,0,0
2045,561.9737812,543.0867863,543.0867863,4.49579025,5.357350562,5.357350562,0,0,0
2046,559.579025,541.9240349,541.9240349,4.4766322,5.34588045,5.34588045,0,0,0
2047,557.1842687,540.7612836,540.7612836,4.45747415,5.334410337,5.334410337,0,0,0
2048,554.7895125,539.5985323,539.5985323,4.4383161,5.322940225,5.322940225,0,0,0
2049,552.3947562,538.4357809,538.4357809,4.41915805,5.311470112,5.311470112,0,0,0
2050,550,537.2730296,537.2730296,4.4,5.3,5.3,0,0,0
