year,system_capex_per_kw_res,system_capex_per_kw_com,system_capex_per_kw_ind,system_om_per_kw_res,system_om_per_kw_com,system_om_per_kw_ind,system_variable_om_per_kw_res,system_variable_om_per_kw_com,system_variable_om_per_kw_ind
2014,2947.143747,1906.302812,1906.302812,31.12078473,17.90135605,17.90135605,0,0,0
2015,2947.143747,1906.302812,1906.302812,31.12078473,17.90135605,17.90135605,0,0,0
2016,2947.143747,1906.302812,1906.302812,31.12078473,17.90135605,17.90135605,0,0,0
2017,2947.143747,1906.302812,1906.302812,31.12078473,17.90135605,17.90135605,0,0,0
2018,2947.143747,1906.302812,1906.302812,31.12078473,17.90135605,17.90135605,0,0,0
2019,2947.143747,1906.302812,1906.302812,31.12078473,17.90135605,17.90135605,0,0,0
2020,2947.143747,1906.302812,1906.302812,31.12078473,17.90135605,17.90135605,0,0,0
2021,2947.143747,1906.302812,1906.302812,31.12078473,17.90135605,17.90135605,0,0,0
2022,2947.143747,1906.302812,1906.302812,31.12078473,17.90135605,17.90135605,0,0,0
2023,2841.725433,1847.959542,1847.959542,30.11679828,19.05862234,19.05862234,0,0,0
2024,2736.307119,1789.616271,1789.616271,29.11281184,18.56959687,18.56959687,0,0,0
2025,2630.888805,1731.273,1731.273,28.10882539,18.08057141,18.08057141,0,0,0
2026,2525.470491,1672.929729,1672.929729,27.10483895,17.59154594,17.59154594,0,0,0
2027,2420.052177,1614.586459,1614.586459,26.1008525,17.10252048,17.10252048,0,0,0
2028,2314.633862,1556.243188,1556.243188,25.09686606,16.61349501,16.61349501,0,0,0
2029,2209.215548,1497.899917,1497.899917,24.09287961,16.12446954,16.12446954,0,0,0
2030,2103.797234,1439.556647,1439.556647,23.08889317,15.63544408,15.63544408,0,0,0
2031,1998.37892,1381.213376,1381.213376,22.08490672,15.14641861,15.14641861,0,0,0
2032,1892.960606,1322.870105,1322.870105,21.08092028,14.65739315,14.65739315,0,0,0
2033,1787.542292,1264.526834,1264.526834,20.07693383,14.16836768,14.16836768,0,0,0
2034,1682.123977,1206.183564,1206.183564,19.07294739,13.67934222,13.67934222,0,0,0
2035,1576.705663,1147.840293,1147.840293,18.06896094,13.19031675,13.19031675,0,0,0
2036,1546.1625,1128.690643,1128.690643,17.77807295,12.70129129,12.70129129,0,0,0
2037,1515.619337,1109.540994,1109.540994,17.48718496,12.54078149,12.54078149,0,0,0
2038,1485.076175,1090.391344,1090.391344,17.19629697,12.3802717,12.3802717,0,0,0
2039,1454.533012,1071.241695,1071.241695,16.90540898,12.21976191,12.21976191,0,0,0
2040,1423.989849,1052.092045,1052.092045,16.61452099,12.05925211,12.05925211,0,0,0
2041,1393.446686,1032.942396,1032.942396,16.323633,11.89874232,11.89874232,0,0,0
2042,1362.903523,1013.792746,1013.792746,16.03274501,11.73823253,11.73823253,0,0,0
2043,1332.36036,994.6430963,994.6430963,15.74185702,11.57772274,11.57772274,0,0,0
2044,1301.817197,975.4934467,975.4934467,15.45096903,11.41721294,11.41721294,0,0,0
2045,1271.274034,956.3437971,956.3437971,15.16008104,11.25670315,11.25670315,0,0,0
2046,1240.730871,937.1941476,937.1941476,14.86919305,11.09619336,11.09619336,0,0,0
2047,1210.187708,918.044498,918.044498,14.57830506,10.93568356,10.93568356,0,0,0
2048,1179.644545,898.8948484,898.8948484,14.28741706,10.77517377,10.77517377,0,0,0
2049,1149.101382,879.7451988,879.7451988,13.99652907,10.61466398,10.61466398,0,0,0
2050,1118.558219,860.5955492,860.5955492,13.70564108,10.45415418,10.45415418,0,0,0
