nerc_region_abbr,nerc_region_desc,sector,year,load_multiplier,scenario,sector_abbr
SPPN,Southwest Power Pool / North,Commercial,2044,1.1167990027002046,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2044,1.042000621502678,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2044,1.1374532500865238,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2043,1.1091339874124622,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2043,1.0410155992342522,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2043,1.1271861408260722,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2042,1.1012066071111457,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2042,1.0366861430705605,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2042,1.1171714539827031,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2041,1.0940265489733976,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2041,1.0303568148922382,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2041,1.107924202774083,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2040,1.0869800869101955,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2040,1.0223317923662318,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2040,1.0990570026021202,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2039,1.0808067924731497,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2039,1.0172995793610131,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2039,1.0909354222603047,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2038,1.0751377637281696,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2038,1.0130350102591767,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2038,1.0824114204381305,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2037,1.0695909091032705,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2037,1.0077093521127491,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2037,1.0740444431078329,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2036,1.0629827645426637,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2036,1.0023350845685017,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2036,1.065959222440353,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2035,1.0577062295067703,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2035,0.998299833766592,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2035,1.0587343086435945,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2034,1.0509674123480575,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2034,0.9933945328782207,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2034,1.0523973104194253,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2033,1.0437880340885513,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2033,0.9873034667712731,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2033,1.0466461959645939,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2032,1.0375143896229913,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2032,0.9832950025648501,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2032,1.0416550603299437,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2031,1.0304190443141918,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2031,0.9787516113881222,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2031,1.0372771706602324,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2030,1.0243850569289248,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2030,0.9784980107487141,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2030,1.0333410818469828,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2029,1.0183213588644837,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2029,0.9785110686550281,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2029,1.0287441713593244,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2028,1.013484093160724,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2028,0.9760645894131414,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2028,1.0241513282250663,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2027,1.0091922937704934,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2027,0.9701496708848624,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2027,1.0190058796674728,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2026,1.0069844571675348,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2026,0.9598207775527079,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2026,1.0128444555317486,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2025,1.003121253021039,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2025,0.9443653144265584,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2025,1.006936747971007,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2024,0.996088660473973,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2024,0.9426040622341605,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2024,1.0000417828122028,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Commercial,2023,0.9890469575584648,AEO2023 No Inflation Reduction Act,com
SPPN,Southwest Power Pool / North,Industrial,2023,0.9865067556106851,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Residential,2023,0.976685991936287,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Residential,2022,1,AEO2023 No Inflation Reduction Act,res
SPPN,Southwest Power Pool / North,Industrial,2022,1,AEO2023 No Inflation Reduction Act,ind
SPPN,Southwest Power Pool / North,Commercial,2022,1,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2050,1.1801197842289015,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2050,1.2974211247270095,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2050,1.211263758481027,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2049,1.1684052134182925,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2049,1.2798463010310437,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2049,1.2023553035494838,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2048,1.1569764526233381,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2048,1.267530910185421,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2048,1.1931371837904625,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2047,1.1459723863846902,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2047,1.2548798302879185,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2047,1.1840215283440134,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2046,1.1357158177739668,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2046,1.244647345555042,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2046,1.1755199501101345,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2045,1.1277997320132624,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2045,1.23445287514429,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2045,1.1668521070631177,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2044,1.1190205066664103,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2044,1.2253968639962416,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2044,1.157890002184349,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2043,1.1092118989841684,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2043,1.2152015285313829,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2043,1.1480617028584958,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2042,1.0995878045765572,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2042,1.2021900094228422,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2042,1.1392391420343793,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2041,1.0920696499072342,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2041,1.1874358868753367,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2041,1.131442954307086,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2040,1.085925281734832,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2040,1.170845206401189,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2040,1.123327618175785,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2039,1.0786114096195647,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2039,1.1594159193119822,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2039,1.1146224035843333,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2038,1.0713699534929484,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2038,1.1423997763931253,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2038,1.1055591683466146,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2037,1.0652186149247924,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2037,1.128087744552598,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2037,1.0971631600360834,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2036,1.0586214089258559,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2036,1.1195350987774046,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2036,1.0889529047673836,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2035,1.0529502901825711,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2035,1.1119407887765191,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2035,1.080843300468051,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2034,1.0441194410855965,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2034,1.1018634851386349,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2034,1.072721607214021,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2033,1.0355022952823314,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2033,1.090179487673628,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2033,1.065867941092608,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2032,1.027883961990075,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2032,1.0804970331767956,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2032,1.0596023192451156,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2031,1.0204889668389012,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2031,1.0711556983492894,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2031,1.0544179710231925,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2030,1.0148140417361604,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2030,1.067015981922676,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2030,1.0499632745893508,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2029,1.0095357154989912,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2029,1.0634014494558257,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2029,1.0446478028950128,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2028,1.00355088136729,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2028,1.0540702069262287,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2028,1.038089586657796,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2027,0.9967007665722467,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2027,1.043530003224249,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2027,1.0297629230925713,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2026,0.9960640577942395,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2026,1.0308425429957122,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2026,1.0195642640494498,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2025,0.9924722342730505,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2025,1.0139834073971834,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2025,1.0086859764790628,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2024,0.989158203622912,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2024,0.9950137320130622,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2024,0.9972773589719219,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2023,0.9832735481141438,AEO2023 No Inflation Reduction Act,com
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2023,0.9794208914507521,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2023,0.973935963556387,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2022,1,AEO2023 No Inflation Reduction Act,res
SRSG,Western Electricity Coordinating Council / Southwest,Industrial,2022,1,AEO2023 No Inflation Reduction Act,ind
SRSG,Western Electricity Coordinating Council / Southwest,Commercial,2022,1,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Commercial,2050,1.024562169221755,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2050,1.2734531686590045,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2050,0.9782121592379367,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2049,1.0154706978589922,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2049,1.2543073478049414,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2049,0.976642722218061,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2048,1.0074544347019814,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2048,1.2402924663458026,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2048,0.9760343806849254,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2047,1.0002596859841126,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2047,1.2276629568700332,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2047,0.9763606370502466,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2046,0.9931323613259774,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2046,1.2174915886635171,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2046,0.9764470299615131,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2045,0.9867971938863496,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2045,1.2070088408755064,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2045,0.976474322733956,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2044,0.9804728263736167,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2044,1.197618400041972,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2044,0.9769741601059698,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2043,0.9743514510352101,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2043,1.1874729425821071,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2043,0.9778721282308845,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2042,0.9681985120394915,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2042,1.1748700841600364,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2042,0.9788415346746466,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2041,0.9644088757561777,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2041,1.1591243004500744,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2041,0.9809545441953096,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2040,0.9644387439410959,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2040,1.1423360678559,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2040,0.9856023699566085,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2039,0.9687775971519037,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2039,1.1308177914452047,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2039,0.9920130933484641,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2038,0.9729381935048218,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2038,1.1193158017895473,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2038,0.9975222061589323,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2037,0.9744014094067177,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2037,1.1050224361316188,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2037,1.0011142325652025,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2036,0.9724571206321874,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2036,1.0983082052736255,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2036,1.0018535999269458,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2035,0.9695972303134578,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2035,1.089860625932827,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2035,1.002505984402078,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2034,0.9658625226905885,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2034,1.0823562621446565,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2034,1.00392120699721,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2033,0.9631260534719012,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2033,1.0717033402975842,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2033,1.005981067434695,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2032,0.9612575964421278,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2032,1.0628857039949864,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2032,1.0084076616763302,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2031,0.9601256712009405,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2031,1.054988913097287,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2031,1.011598299639756,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2030,0.9613676395682101,AEO2023 No Inflation Reduction Act,com
PJME,PJM / East,Commercial,2030,0.9777883237747556,AEO2023 Low Uptake of Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2030,1.0518195942538011,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2030,1.015810210575026,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2029,0.963237606265184,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2029,1.0487422344204795,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2029,1.0194295297537392,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2028,0.9601627857884204,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2028,1.0387432611941667,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2028,1.0214987784945266,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2027,0.9579474536873005,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2027,1.0239972782450475,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2027,1.021786378649254,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2026,0.9636590821218777,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2026,1.0125785892258288,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2026,1.0152921865717508,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2025,0.9629498404711444,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2025,0.9956217275612129,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2025,0.998980881720717,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2024,0.967063846171694,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2024,0.9784206289455548,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2024,0.9739678766120435,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Commercial,2023,0.9739757761588107,AEO2023 No Inflation Reduction Act,com
CANO,Western Electricity Coordinating Council / California North,Industrial,2023,0.9835159048531633,AEO2023 No Inflation Reduction Act,ind
CANO,Western Electricity Coordinating Council / California North,Residential,2023,0.9563279472859596,AEO2023 No Inflation Reduction Act,res
CANO,Western Electricity Coordinating Council / California North,Residential,2022,1,AEO2023 No Inflation Reduction Act,res
