state_abbr,county,res1f,res2f,res3af,res3bf,res3cf,res3df,res3ef,res3ff,res4f,res5f,res6f,com1f,com2f,com3f,com4f,com5f,com6f,com7f,com8f,com9f,com10f,ind1f,ind2f,ind3f,ind4f,ind5f,ind6f,agr1f,rel1f,gov1f,gov2f,edu1f,edu2f
CO,005,260202.07099920,2859.62998533,1932.54001333,7607.39999893,12239.61193276,21175.21390149,14228.18582907,9184.57512279,1604.04397327,2241.30000212,640.38699627,13105.84502508,7561.73200623,6941.95297186,24225.09516247,1276.61798656,689.57200052,3520.93098174,5786.99300013,230.57700019,0.00000000,4097.15102611,3557.84899782,929.98299666,607.34799918,277.87000650,5212.04299129,1433.95300567,5014.65598458,1266.49501154,299.99500137,2782.36101165,494.38500359
CO,051,10951.75012207,969.12999726,576.59999788,569.16001414,596.08499908,454.15998840,358.46199799,243.30000686,457.94000243,375.70000529,24.78800011,607.41700364,168.69700050,180.23200512,624.52200508,58.63599968,0.00000000,145.99499893,502.94799042,2.15300012,0.00000000,70.65400123,86.20700229,7.70000029,57.67299866,0.00000000,296.64800166,114.29899979,234.50500297,68.03299999,20.98699998,66.75200129,6.09899998
CO,021,4586.46008301,689.53500367,46.50000000,7.44000006,62.44700051,22.70800018,0.00000000,0.00000000,52.47600174,10.79999971,0.00000000,105.26900292,57.19799996,52.42799759,133.52999878,12.84000063,0.00000000,10.02600002,29.31499958,0.00000000,0.00000000,32.96300030,23.36299992,2.31399989,0.00000000,0.00000000,66.02000237,94.09599686,33.06299972,66.30499839,4.95800018,89.99799919,0.00000000
CO,081,6070.48687745,1246.73503113,124.62000084,208.31999588,124.89400101,124.89400101,193.01799774,0.00000000,96.99799728,50.40000009,2.46099997,457.57899475,170.11299705,243.22100114,220.01499939,22.68300056,58.84999847,68.31399917,161.49199867,6.10499979,0.00000000,60.19999981,16.53099990,12.30000019,52.30099832,0.00000000,114.29899883,101.30900192,108.76699961,93.86699796,3.67899990,84.87999915,12.41199970
CO,125,5032.16992187,572.12501526,91.13999939,93.00000191,45.41600037,0.00000000,0.00000000,60.82500076,47.18700123,82.60000229,40.55300140,396.29800415,311.68200684,127.50599670,222.26599121,53.60699940,62.06000137,40.73800087,114.52900314,12.30499983,0.00000000,33.26300049,19.32300043,23.78699970,42.00799942,0.00000000,92.20000076,613.56401062,147.02499771,49.87699890,20.02500010,110.27600289,2.03299999
CO,089,9541.20800781,602.97000122,223.20000244,230.64000129,255.46500016,158.95600128,82.72199821,0.00000000,42.33199978,218.20000338,88.87800122,589.74900055,333.74800111,411.07399939,326.48300648,52.80300093,255.72999954,92.24499655,196.77699994,16.77600049,0.00000000,76.69999980,48.82199955,70.61399937,5.95200002,0.00000000,123.62599921,282.24899816,257.52199602,109.05300260,7.48999977,262.03199387,46.22399831
CO,065,4200.30004882,620.87998962,78.12000084,137.63999939,90.83199692,215.72599411,55.14799881,0.00000000,234.98499299,65.80000019,0.00000000,150.84400368,63.15900231,108.43100262,133.51699638,11.44900036,107.00000000,20.99799919,180.29699325,2.46099997,0.00000000,5.78999996,16.77199984,0.00000000,14.10000038,0.00000000,109.13000107,13.51600027,85.67199993,35.63099861,0.00000000,90.22599792,0.00000000
CO,093,19794.40991212,1080.56999969,122.76000023,7.44000006,28.38500023,0.00000000,0.00000000,0.00000000,120.87499905,12.79999996,0.00000000,235.09399606,106.13999963,109.44199895,316.42300034,5.02799988,0.00000000,20.18300015,108.64199926,2.36000002,0.00000000,44.98399950,90.01900054,2.31399989,6.50000000,6.09999990,288.47399522,80.81400013,87.19700098,65.47300054,24.79100037,81.74699974,0.00000000
CO,045,25351.11975097,2913.36007688,712.38000679,1067.64000798,982.12099267,647.17800903,386.03599356,60.82500076,851.29501283,388.70000350,53.82100034,1543.28101349,829.10198878,771.42499254,1554.61800957,73.20400000,71.93700290,251.59700274,651.68400000,47.82499936,0.00000000,224.18700029,115.04800247,65.18099951,101.89599979,5.00000000,1066.76998139,341.03799914,457.00299741,196.52699672,27.92700004,420.79100751,42.90699960
CO,075,9599.63922120,956.19499206,145.07999801,372.00001406,255.46500206,170.31000137,55.14799880,121.65000152,157.66399956,608.50001525,41.51599979,712.19198323,403.10800171,317.81900072,464.10500717,45.15399981,0.00000000,268.95499610,169.80800008,12.73299980,0.00000000,233.23200512,52.49300171,43.50000095,43.37800025,0.00000000,177.21399808,318.10600328,251.91400052,206.25300263,13.20200015,169.27399825,441.80299568
CO,059,293761.73863602,2417.85004281,2620.74000311,6673.67998857,9270.54105946,12364.50593561,9568.17790596,5170.12504953,1144.98699364,2857.99999894,545.47899988,12045.84994692,5799.36299205,6966.92499680,18746.14605138,851.65899510,695.43101024,2658.06398706,5407.41398043,306.03799964,0.00000000,4503.85597159,3694.38099811,891.69200514,748.62700112,132.91700089,5898.90397448,1917.21500617,4016.43200169,2271.52799479,462.09599996,3147.59302461,563.33100589
CO,083,12695.42919922,2241.73500252,119.04000187,431.51999952,272.49600792,45.41600036,27.57399940,60.82500076,358.02299499,151.49999857,26.50000048,691.52198339,459.05299758,415.54599643,524.40100478,49.68199921,107.00099945,145.17800151,306.24999858,9.30900025,0.00000000,234.31099796,63.42999984,43.51500034,27.32099950,0.00000000,328.13599778,155.12400341,246.52700161,104.27299952,12.50000012,185.57600330,4.70800018
CO,113,6007.94006347,168.15500116,178.55999757,219.48000479,357.65099907,601.76202393,496.33198547,425.77500153,262.14000260,0.89999998,4.92199993,251.13700294,105.75500107,97.77199841,498.77300262,19.15300012,0.00000000,34.86699962,232.69100380,14.01600003,0.00000000,35.52800107,46.66400099,6.69999981,2.25600004,0.00000000,203.10599898,57.57500195,65.63799954,38.04899937,21.50700044,80.89200020,0.00000000
CO,107,16287.97009277,1012.90999222,431.52000809,818.39999390,1044.56799889,953.73599624,716.92399978,304.12500381,434.82800794,167.59999692,1.24800003,777.96201325,350.38599586,314.38399458,950.51997947,28.98000050,136.42500067,128.37399805,536.41399908,17.23199976,0.00000000,98.72300088,106.69200213,30.35699999,22.85600006,0.00000000,541.01300526,135.59200263,217.20799637,139.79100346,13.05400038,163.11100189,31.93900030
CO,001,179454.24183279,10826.59998322,1584.72001316,3920.88002039,6250.37698172,10070.99805835,7362.25793450,2250.52503963,574.92699397,1617.09999037,233.32499999,7192.34299112,11606.31904804,4895.38397444,7505.40699314,282.89000018,233.43400514,990.34599140,2473.16700279,84.25399972,0.00000000,3266.53598535,2263.83601360,1396.31700477,209.61199885,5.40100002,4757.25306207,2111.64902932,2158.96600851,1483.74199884,122.35400023,1914.06898940,167.56299980
CO,071,9070.35021972,886.54499054,191.58000040,278.99999619,198.69500160,56.77000045,55.14799880,60.82500076,122.47599697,242.70000744,4.36700010,439.55299759,256.42399979,261.81100464,293.36999893,82.28299951,75.86299896,70.35300136,204.16700172,18.29700005,0.00000000,100.94000053,39.14299989,20.21400070,78.02500093,0.00000000,161.38400268,78.28399826,183.50199700,85.93499994,30.24699973,140.94500257,46.54500127
CO,103,4000.67993164,306.46000290,74.40000057,81.84000206,62.44699859,113.54000092,27.57399940,0.00000000,111.14300299,104.20000077,4.92199993,188.32800293,84.54999924,90.22099686,204.35800171,27.07100058,29.21100021,24.53200007,113.46299743,0.00000000,0.00000000,10.40000033,38.92300034,7.20100021,79.11999941,0.00000000,96.07000351,90.86900330,78.91799736,88.43700027,5.24300003,182.88300324,65.69799936
CO,117,19645.09985351,630.83000373,732.84000778,1938.12002564,1742.83901977,3156.41204834,4080.95394896,2493.82498931,634.81299973,161.10000158,0.00000000,1024.08399963,312.09000397,304.80899811,1170.79299927,48.36399936,10.16599989,122.26300238,608.23400878,8.56500018,0.00000000,94.74800110,146.52699780,88.18699837,8.82900000,0.00000000,534.55199815,106.18499994,235.71300315,184.93400382,18.72499990,111.20800115,6.31300020
CO,055,5523.60998535,402.97500610,89.27999687,159.96000290,102.18599701,11.35400009,0.00000000,0.00000000,278.92799377,106.50000381,17.86899948,192.39500428,146.04700279,62.40299988,163.26000214,15.61999965,120.05300140,20.61100006,105.68199920,0.00000000,0.00000000,34.28099966,22.83099985,8.81400013,5.71199989,0.00000000,68.37799835,49.85400009,99.66799736,26.46600008,5.25699997,73.66099930,2.35100007
CO,029,16005.23016358,2609.88493347,107.88000106,212.03999947,85.15499878,79.47800063,110.29599760,0.00000000,132.36999892,189.49999618,31.24399948,622.11000823,643.83599281,360.43000030,456.69499588,32.63500023,37.02199936,97.45699930,198.88000442,3.63800001,0.00000000,259.27300121,138.80600118,68.39800000,20.23900015,0.00000000,411.43000983,486.00600625,295.08699608,139.79199720,12.94700003,181.78299617,9.63000011
CO,053,2036.43005371,129.35000610,5.57999992,11.15999985,17.03100014,11.35400009,0.00000000,0.00000000,84.10199738,39.20000076,0.00000000,31.31699944,10.85999966,6.42000008,14.79800034,2.67499995,0.00000000,8.80000019,40.72800064,1.60500002,0.00000000,6.40000010,4.76100016,0.00000000,0.00000000,0.00000000,11.78699970,0.57999998,18.40500069,4.08199978,0.00000000,12.09099960,0.00000000
CO,079,1802.48999023,63.68000031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,51.89500046,0.00000000,0.00000000,35.47499847,1.39100003,2.88899994,9.04100037,4.29699993,0.00000000,1.13699996,44.51300049,0.00000000,0.00000000,15.60000038,3.00000000,0.00000000,0.00000000,0.00000000,10.73999977,0.87000000,4.38700008,7.88299990,0.00000000,18.93899918,0.00000000
CO,099,5850.67498779,735.30498505,132.06000232,271.55999375,119.21700096,170.30999756,27.57399940,0.00000000,146.46300387,149.39999676,30.17400074,522.02201462,176.21099950,192.05000210,331.63799286,41.82600021,52.96500051,55.55299986,82.31500149,0.00000000,0.00000000,185.74399482,53.63100075,28.79999995,9.50000000,0.00000000,114.20200204,309.60199737,150.19400406,61.64100075,33.90299940,124.86899948,21.50699997
CO,037,30173.45733643,1701.45001221,275.27999877,1640.51999854,2026.68896867,2690.89801406,2095.62396240,912.37499618,928.77598857,6.10000009,7.48999977,1205.93301345,512.49999331,541.12699683,2044.47200991,99.76199913,249.09599495,177.02899742,900.48198342,14.56499983,0.00000000,245.71399332,119.79800080,57.45600176,9.47000000,0.00000000,985.58801746,282.99299622,374.30899984,173.50400133,27.60599994,221.60899759,9.83599997
CO,049,15433.95019532,1274.59503174,355.25998688,464.99999523,1595.24100875,1260.29596328,193.01800537,364.95001221,848.11601639,135.60000158,0.00000000,363.81999206,188.58200454,110.37900257,552.34399414,32.31399918,24.50300026,40.83599949,465.75999069,3.22900001,0.00000000,50.25299883,34.14200080,20.79900027,0.43000001,0.00000000,373.55000686,70.46599961,179.27400494,51.43599892,0.38100001,109.91699887,1.81900001
CO,013,150865.17977910,3908.36003734,2183.63998554,4858.32002925,5977.88104818,6471.78002927,4908.17192454,5839.20001980,989.46800112,3980.70008012,532.66499849,7057.12804552,3710.96601210,3650.19899368,14268.80103114,442.56900542,1371.95100690,2320.57600662,3440.63299263,114.71699882,0.00000000,2407.18197347,3801.94604412,911.47200797,159.31200015,3224.81396555,2565.69800133,1816.26001292,2462.25698970,891.85999509,140.23200135,2248.48101377,699.45000095
CO,015,11321.27001954,1561.15496826,141.36000347,167.40000154,210.04900360,113.54000092,27.57399940,0.00000000,436.19099998,226.39999581,7.73799980,603.00300980,360.67099762,293.92300033,614.36399841,23.96799994,0.00000000,86.85999989,305.46099472,3.95900000,0.00000000,113.22499943,66.81900119,4.49999988,8.46900004,0.00000000,281.95100022,49.21700002,269.93700027,143.15000152,9.99100017,106.69700288,29.95999909
CO,041,303714.51530455,9310.21507024,3323.82001851,9642.24002767,7204.11296273,10105.05999368,10340.24989504,5170.12506098,3262.88494814,12028.99972175,560.58000056,13355.06305458,6450.97498542,7397.02608285,19258.37092630,512.17399830,584.18599700,2851.48398332,5105.38002164,307.57199906,0.00000000,3251.15995972,4431.30299193,975.87900615,183.84699920,925.01599981,5236.62099195,1461.46999696,6016.00403988,3676.25804625,181.61200009,2751.35099010,561.47400563
CO,027,4806.37011719,357.20498657,22.31999969,11.15999985,45.41600037,45.41600037,0.00000000,0.00000000,64.81099701,15.00000000,0.00000000,105.56900024,29.30699921,36.60800171,134.34399414,5.67199993,0.00000000,7.71000004,44.65700150,0.00000000,0.00000000,46.91799927,15.28899956,1.60000002,2.40000010,0.00000000,83.95300293,45.78900146,97.10399628,20.48399925,12.12199974,40.95399857,0.00000000
CO,033,1730.68994141,206.96000671,7.44000006,0.00000000,0.00000000,11.35400009,0.00000000,0.00000000,28.31399918,0.00000000,2.78099990,51.85800171,24.93099976,29.72400093,26.55699921,0.00000000,0.00000000,3.53099990,9.78800011,0.00000000,0.00000000,7.09999990,11.00000000,48.90000153,0.00000000,0.00000000,15.89500046,32.25600052,18.93899918,7.84000015,0.38100001,32.20800018,0.00000000
CO,047,4800.20019531,54.72499847,122.76000214,0.00000000,0.00000000,56.77000046,137.86999512,0.00000000,553.90899658,15.69999981,1.81900001,37.59199905,28.90399933,47.87500000,145.31300354,0.00000000,0.00000000,9.62100029,203.26300049,0.00000000,0.00000000,22.79800034,20.49099922,2.79999995,1.79999995,0.00000000,84.79900360,13.05500031,39.33499908,30.95299911,8.02499962,20.97200012,0.00000000
CO,011,2516.45996094,249.74499512,63.24000168,96.72000122,17.03100014,0.00000000,0.00000000,0.00000000,7.65000010,286.79998779,14.44499969,67.04599762,33.62200165,61.91699982,79.07099915,9.84399986,0.00000000,9.06299973,31.73600006,0.00000000,0.00000000,3.00000000,15.10000038,24.20000076,0.00000000,0.00000000,21.61300087,75.42600250,77.21499634,62.45100021,12.96800041,55.23400116,2.35400009
CO,003,6053.94299316,1015.89500427,277.14000416,349.68000316,227.07999801,170.31000518,55.14799881,60.82500076,116.43300104,259.70000076,48.61300087,533.72099494,231.74499894,368.84899710,2114.97995186,37.01100159,16.04999924,139.58700371,219.81600380,9.30900002,0.00000000,41.16300011,68.01600074,99.59999704,19.60000014,0.00000000,255.06399917,136.54400063,123.69800139,89.19599914,21.82799911,94.81400204,94.37400055
CO,014,30967.01394656,739.28500366,53.94000148,182.28000211,953.73601342,1158.10799026,799.64598465,912.37500762,77.10600042,154.19999695,102.52599716,1629.39901779,1540.97401357,656.45699691,1757.16699875,61.68100012,0.00000000,178.91700146,417.49299312,33.06299925,0.00000000,618.75000498,777.98902192,164.24700095,20.00800036,164.79900312,540.13800000,225.11700761,292.70499493,61.56899929,5.24300003,198.10500130,0.00000000
CO,105,7361.72814942,1042.75997925,187.86000251,66.96000099,96.50899886,79.47800063,0.00000000,0.00000000,223.54100418,119.99999523,15.51500034,309.40100861,415.32100296,179.59800148,347.40000152,16.72400021,1.71200001,39.02300120,151.75400495,6.74100018,0.00000000,69.58799910,29.67000056,86.58599853,3.39000005,0.00000000,100.24000263,568.99302768,271.03999901,68.82900048,6.74100018,93.86199951,0.00000000
CO,121,2844.27001954,279.59500885,20.46000052,22.32000017,45.41600036,11.35400009,0.00000000,0.00000000,6.09899998,32.79999924,4.49399996,119.11199570,40.47899818,55.29199982,79.50700283,15.60100031,0.00000000,11.83699977,23.93599988,0.00000000,0.00000000,24.42700005,4.00000000,3.35700000,5.79399991,0.00000000,41.19400025,245.85399627,64.35300064,21.18199968,7.24700022,102.47900010,0.00000000
CO,109,3800.48999024,725.35501098,57.66000176,55.79999828,68.12399864,22.70800018,0.00000000,0.00000000,28.02399969,1.79999995,0.00000000,100.40699769,177.33000183,41.24800110,62.47100067,10.50299978,0.00000000,7.57599998,43.22099852,1.07599998,0.00000000,28.10699940,13.33099961,1.50000000,2.25600004,0.00000000,46.39299965,123.92300034,77.56299973,36.87999916,5.13600016,63.34399986,0.00000000
CO,067,27359.69006346,3276.53503990,812.82000005,770.03999710,913.99700929,885.61200333,496.33199500,243.30000686,834.93498491,678.49999284,7.45300007,1535.46502114,718.57299803,706.36802292,1880.88497544,61.63200140,240.53599262,367.90599108,717.52100373,8.35200000,0.00000000,283.30999660,256.90599691,160.08499907,118.28999900,0.00000000,937.57499696,299.18199753,459.38100528,270.57399822,32.50600001,253.73499906,70.61799645
CO,119,16973.79187012,1267.63001251,146.94000149,167.40000152,85.15500069,124.89399719,0.00000000,0.00000000,490.30599594,44.99999857,14.40900040,397.81799411,181.63100029,234.39399696,600.88899522,39.27000189,0.00000000,62.92800034,369.93000270,6.52800011,0.00000000,130.91299797,72.45599938,6.65700006,110.00000000,2.59999990,294.78400421,64.45299960,198.89700079,52.92800104,63.17699910,132.77399946,0.00000000
CO,031,241273.64560322,1374.09498977,6640.19999315,9541.80005335,12688.09501839,19971.68604657,26443.46385188,31264.05018996,2327.53397070,7250.10001481,686.78600015,13601.34901470,20966.82307262,9801.94597791,36553.61798573,1335.69799545,3803.02699602,4593.55498401,8645.10193391,384.85699950,0.00000000,5679.64001693,7559.92303854,3014.53793560,2883.77504918,659.96002174,5638.38498693,1137.10499948,7261.33200966,4718.22002868,209.99000132,3739.72299432,1538.19699898
CO,097,11585.20996094,576.10498429,470.58001328,866.75999451,1294.35598756,783.42600251,854.79399109,60.82500076,821.44801331,39.00000000,0.00000000,772.91701507,275.89699556,313.57099915,1758.51596069,52.10899926,110.85199738,154.28300046,807.26100922,32.74200058,0.00000000,88.56300068,76.80499935,19.87100052,15.05499959,5.80000019,410.13800431,133.68899774,443.61800670,80.97400141,14.98000002,161.96999931,0.58800000
CO,007,9820.57995606,1025.84498596,357.11998462,569.15999986,283.84999657,34.06200027,0.00000000,0.00000000,169.45000172,74.69999885,0.00000000,399.61100054,130.25799942,166.74699973,340.65699387,12.36700010,0.00000000,53.91599989,150.40799999,0.00000000,0.00000000,54.15300084,44.32200002,24.17199946,7.10799992,0.00000000,228.54899597,61.26500083,132.47699738,39.09099961,14.56499970,19.55100041,1.92600000
CO,017,1118.34997559,148.25500488,22.31999969,26.04000092,0.00000000,0.00000000,0.00000000,0.00000000,9.73700047,19.79999924,0.00000000,89.83999634,57.80699921,29.60000038,25.55200005,9.53999996,29.95999908,1.92600000,10.53899956,0.00000000,0.00000000,21.60000038,3.00000000,0.00000000,37.06100082,0.00000000,6.88999987,85.16799927,24.50300026,16.75499916,0.38200000,24.18199921,0.00000000
CO,111,666.18798828,28.85499954,13.02000046,66.95999908,22.70800018,45.41600037,27.57399940,60.82500076,42.47900009,0.00000000,0.00000000,42.57600021,5.64799976,14.21599960,22.92399979,2.78200006,0.00000000,0.85600001,34.29299927,0.00000000,0.00000000,7.69999981,9.10000038,0.00000000,0.00000000,0.00000000,5.94000006,1.66499996,14.87300014,5.84100008,1.52600002,6.20599985,0.00000000
CO,025,1719.45996094,227.85499573,7.44000006,52.08000183,28.38500023,0.00000000,0.00000000,0.00000000,4.92199993,283.20001221,18.19000053,47.08800125,40.54700089,34.05699921,43.74700165,5.34999990,0.00000000,2.35400009,23.51199913,0.00000000,0.00000000,6.33099985,4.49900007,0.00000000,0.00000000,0.00000000,17.40500069,44.12300110,41.00000000,53.93700027,0.00000000,25.14500046,0.00000000
CO,073,2276.26000977,507.45001221,0.00000000,92.99999762,102.18599701,22.70800018,0.00000000,0.00000000,74.36500072,140.20000077,25.35899925,161.46800232,90.72599793,112.13000107,88.43399811,11.23499965,0.00000000,24.10699916,45.28599835,0.00000000,0.00000000,5.56300020,9.63100004,16.89999986,0.00000000,0.00000000,17.77200032,138.57200241,77.39599800,116.01500321,9.63000011,48.04300118,0.00000000
CO,095,2556.75494385,167.16000366,35.34000016,37.19999980,5.67700005,34.06200027,0.00000000,0.00000000,18.40399933,42.00000000,39.48299980,131.93800164,198.43899536,81.26800156,105.98899841,19.56999970,29.95999908,17.43399953,61.94900131,0.00000000,0.00000000,15.83200025,53.33100033,35.90000153,1.50399995,0.00000000,35.81400109,240.89800262,100.18900109,30.83800030,7.87099981,65.08099938,0.00000000
CO,023,2351.42993164,521.38000488,44.63999939,7.44000006,62.44699860,22.70800018,0.00000000,0.00000000,22.54899978,0.00000000,0.00000000,52.83400154,38.38299942,28.32099914,30.07700061,1.71300006,0.00000000,7.51599979,36.69700050,0.00000000,0.00000000,4.19999981,0.00000000,0.00000000,3.00799990,0.00000000,22.13599968,180.87200069,22.27500057,16.45699954,4.78200006,31.04200077,0.00000000
CO,115,1674.77001953,102.48500061,44.63999939,59.52000046,34.06200027,0.00000000,0.00000000,0.00000000,27.27400017,24.50000000,37.43600082,134.72200012,61.50500107,41.26399994,46.27099991,10.91399956,38.52000046,8.66699982,22.84499931,4.17299986,0.00000000,1.70000005,7.09999990,51.22900009,0.00000000,0.00000000,23.36100006,105.39800262,36.85499954,204.40199280,9.91699982,32.52799988,0.00000000
CO,077,73322.89868165,5825.72502233,1169.94000078,2890.44002174,1089.98398970,919.67399214,992.66399380,790.72501372,541.23299552,1691.79998494,174.62100053,3700.75298120,2529.28900482,2300.68599605,3547.16300773,199.43599737,333.85599075,682.05199076,1067.81199884,57.41200161,0.00000000,1166.06600715,690.25800037,393.92000271,177.43000037,13.80000019,1719.48899745,641.08299970,1057.02600383,464.27299618,113.06600022,749.53900480,64.62900019
CO,087,12566.86914063,1628.81499099,150.65999687,323.63999367,238.43400192,158.95600128,137.86999702,0.00000000,88.46899819,207.59999657,68.08699894,883.60198211,388.68500518,416.95000362,554.07199478,58.42300201,39.58999920,120.85300047,223.92400146,11.23399973,0.00000000,120.20800030,43.73099972,149.45700025,54.44600070,0.00000000,214.15100192,424.65799570,257.33400153,81.16599870,17.62700033,215.41699600,23.96800018
CO,123,115769.28890987,7053.55502227,1934.39998938,2689.56000734,2878.23899647,2997.45602414,1709.58798973,912.37501523,363.01699874,2077.79999453,279.94099881,4014.43301513,3461.49203161,2296.15800321,4020.08997852,211.90399970,1384.36197484,714.99800035,1485.34400679,75.03299797,0.00000000,1614.67397939,877.45000352,597.78599668,320.47200191,437.46400523,2705.98198049,3541.80705310,1388.50300044,335.61799858,122.13600205,1357.29701252,94.37400008
CO,035,176438.67120367,354.22000075,226.92000058,1767.00000620,3383.49203301,3485.67798612,2895.26996228,1520.62499999,208.48599933,266.69999622,133.96399617,5320.96398141,2539.54501224,2156.35398873,7464.01399371,151.65100179,46.98500014,808.86599858,2030.28600024,89.71400048,0.00000000,1003.44899358,910.49800328,276.15900151,306.08499418,107.13800024,2547.73301148,942.14399828,1061.61000863,199.48399949,122.32599644,1636.96000645,42.20600081
CO,019,7249.70318604,363.17500305,93.00000000,126.48000098,119.21699715,79.47800064,137.86999892,0.00000000,129.83699799,10.19999980,0.00000000,246.94600295,146.13699627,83.12100125,338.59600449,13.80400038,0.00000000,16.60799980,268.70099831,0.00000000,0.00000000,25.41799903,31.82299996,15.56999969,127.83900118,0.00000000,157.22400189,18.22799963,102.97000122,30.78699898,7.91800022,120.27900207,0.00000000
