county_id,county,state,state_abbr,division,region,recs_2009_reportable_domain,state_fips,county_fips
797,Lincoln,Oklahoma,OK,West South Central,South,20,40,081
2834,Greensville,Virginia,VA,South Atlantic,South,13,51,081
2273,Kent,Michigan,MI,East North Central,Midwest,8,26,081
2167,Dade,Georgia,GA,South Atlantic,South,15,13,083
713,Hodgeman,Kansas,KS,West North Central,Midwest,11,20,083
2932,McKean,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,083
1053,Hardin,Iowa,IA,West North Central,Midwest,10,19,083
1941,Houston,Tennessee,TN,East South Central,South,19,47,083
840,Harlan,Nebraska,NE,West North Central,Midwest,11,31,083
2404,Knox,Ohio,OH,East North Central,Midwest,7,39,083
182,Sheridan,North Dakota,ND,West North Central,Midwest,10,38,083
876,Bon Homme,South Dakota,SD,West North Central,Midwest,10,46,009
1033,Blue Earth,Minnesota,MN,West North Central,Midwest,10,27,013
1091,Crawford,Wisconsin,WI,East North Central,Midwest,9,55,023
1084,Monroe,Wisconsin,WI,East North Central,Midwest,9,55,081
908,Lincoln,South Dakota,SD,West North Central,Midwest,10,46,083
902,Lyon,Iowa,IA,West North Central,Midwest,10,19,119
883,Yankton,South Dakota,SD,West North Central,Midwest,10,46,135
904,Sioux,Iowa,IA,West North Central,Midwest,10,19,167
895,Lyon,Minnesota,MN,West North Central,Midwest,10,27,083
2554,Spartanburg,South Carolina,SC,South Atlantic,South,16,45,083
2123,Limestone,Alabama,AL,East South Central,South,18,1,083
484,Montezuma,Colorado,CO,Mountain,West,22,8,083
2710,Halifax,Virginia,VA,South Atlantic,South,13,51,083
1391,Coleman,Texas,TX,West South Central,South,21,48,083
2767,Halifax,North Carolina,NC,South Atlantic,South,16,37,083
397,Twin Falls,Idaho,ID,Mountain,West,23,16,083
3000,Rensselaer,New York,NY,Middle Atlantic,Northeast,3,36,083
3123,Keweenaw,Michigan,MI,East North Central,Midwest,8,26,083
1576,Lincoln,Mississippi,MS,East South Central,South,18,28,085
1228,Hickory,Missouri,MO,West North Central,Midwest,12,29,085
2325,Kosciusko,Indiana,IN,East North Central,Midwest,7,18,085
2145,Jackson,Tennessee,TN,East South Central,South,19,47,087
2146,Morgan,Tennessee,TN,East South Central,South,19,47,129
2282,Lake,Michigan,MI,East North Central,Midwest,8,26,085
1037,McLeod,Minnesota,MN,West North Central,Midwest,10,27,085
824,Hayes,Nebraska,NE,West North Central,Midwest,11,31,085
956,Jackson,Kansas,KS,West North Central,Midwest,11,20,085
485,Montrose,Colorado,CO,Mountain,West,22,8,085
328,Santa Clara,California,CA,Pacific,West,26,6,085
2826,Hanover,Virginia,VA,South Atlantic,South,13,51,085
3049,Richmond,New York,NY,Middle Atlantic,Northeast,3,36,085
3035,Rockland,New York,NY,Middle Atlantic,Northeast,3,36,087
881,McCook,South Dakota,SD,West North Central,Midwest,10,46,087
2337,LaGrange,Indiana,IN,East North Central,Midwest,7,18,087
169,Slope,North Dakota,ND,West North Central,Midwest,10,38,087
152,Rosebud,Montana,MT,Mountain,West,23,30,087
220,Mahnomen,Minnesota,MN,West North Central,Midwest,10,27,087
1927,Crockett,Tennessee,TN,East South Central,South,19,47,033
1929,Gibson,Tennessee,TN,East South Central,South,19,47,053
825,Hitchcock,Nebraska,NE,West North Central,Midwest,11,31,087
579,Morgan,Colorado,CO,Mountain,West,22,8,087
1120,Henry,Iowa,IA,West North Central,Midwest,10,19,087
683,Collingsworth,Texas,TX,West South Central,South,21,48,087
1068,Howard,Iowa,IA,West North Central,Midwest,10,19,089
920,Jewell,Kansas,KS,West North Central,Midwest,11,20,089
1253,Howard,Missouri,MO,West North Central,Midwest,12,29,089
198,McPherson,South Dakota,SD,West North Central,Midwest,10,46,089
1862,Williamsburg,South Carolina,SC,South Atlantic,South,16,45,089
2124,Madison,Alabama,AL,East South Central,South,18,1,089
209,Marshall,Minnesota,MN,West North Central,Midwest,10,27,089
2405,Licking,Ohio,OH,East North Central,Midwest,7,39,089
176,Stark,North Dakota,ND,West North Central,Midwest,10,38,089
1601,St. Charles,Louisiana,LA,West South Central,South,20,22,089
2696,Henry,Virginia,VA,South Atlantic,South,13,51,089
1043,Humboldt,Iowa,IA,West North Central,Midwest,10,19,091
1083,La Crosse,Wisconsin,WI,East North Central,Midwest,9,55,063
1016,Martin,Minnesota,MN,West North Central,Midwest,10,27,091
2365,Logan,Ohio,OH,East North Central,Midwest,7,39,091
230,Steele,North Dakota,ND,West North Central,Midwest,10,38,091
226,Marshall,South Dakota,SD,West North Central,Midwest,10,46,091
1077,Pepin,Wisconsin,WI,East North Central,Midwest,9,55,091
816,Hooker,Nebraska,NE,West North Central,Midwest,11,31,091
1645,Marion,Mississippi,MS,East South Central,South,18,28,091
1392,Comanche,Texas,TX,West South Central,South,21,48,093
1271,Iron,Missouri,MO,West North Central,Midwest,12,29,093
109,Silver Bow,Montana,MT,Mountain,West,23,30,093
644,Kearny,Kansas,KS,West North Central,Midwest,11,20,093
1949,Marion,Alabama,AL,East South Central,South,18,1,093
1023,Ida,Iowa,IA,West North Central,Midwest,10,19,093
692,Major,Oklahoma,OK,West South Central,South,20,40,093
2213,Kendall,Illinois,IL,East North Central,Midwest,6,17,093
2064,Lawrence,Indiana,IN,East North Central,Midwest,7,18,093
245,Meeker,Minnesota,MN,West North Central,Midwest,10,27,093
830,Howard,Nebraska,NE,West North Central,Midwest,11,31,093
2871,Isle of Wight,Virginia,VA,South Atlantic,South,13,51,093
2397,Lorain,Ohio,OH,East North Central,Midwest,7,39,093
2994,Schenectady,New York,NY,Middle Atlantic,Northeast,3,36,093
2764,Hoke,North Carolina,NC,South Atlantic,South,16,37,093
622,Park,Colorado,CO,Mountain,West,22,8,093
2684,Tucker,West Virginia,WV,South Atlantic,South,14,54,093
2422,Livingston,Michigan,MI,East North Central,Midwest,8,26,093
738,Kingman,Kansas,KS,West North Central,Midwest,11,20,095
1112,Iowa,Iowa,IA,West North Central,Midwest,10,19,095
935,Burt,Nebraska,NE,West North Central,Midwest,11,31,021
871,Cedar,Nebraska,NE,West North Central,Midwest,11,31,027
1088,Clayton,Iowa,IA,West North Central,Midwest,10,19,043
1092,Grant,Wisconsin,WI,East North Central,Midwest,9,55,043
907,Dixon,Nebraska,NE,West North Central,Midwest,11,31,051
875,Knox,Nebraska,NE,West North Central,Midwest,11,31,107
910,Union,South Dakota,SD,West North Central,Midwest,10,46,127
903,Plymouth,Iowa,IA,West North Central,Midwest,10,19,149
869,Woodbury,Iowa,IA,West North Central,Midwest,10,19,193
2537,Unicoi,Tennessee,TN,East South Central,South,19,47,171
1921,Lake,Tennessee,TN,East South Central,South,19,47,095
1214,Jackson,Missouri,MO,West North Central,Midwest,12,29,095
2384,Lucas,Ohio,OH,East North Central,Midwest,7,39,095
207,Towner,North Dakota,ND,West North Central,Midwest,10,38,095
591,Phillips,Colorado,CO,Mountain,West,22,8,095
924,Jefferson,Nebraska,NE,West North Central,Midwest,11,31,095
1372,Concho,Texas,TX,West South Central,South,21,48,095
323,Solano,California,CA,Pacific,West,26,6,095
1952,Monroe,Mississippi,MS,East South Central,South,18,28,095
733,Kiowa,Kansas,KS,West North Central,Midwest,11,20,097
1173,Montgomery,Arkansas,AR,West South Central,South,20,5,097
890,Miner,South Dakota,SD,West North Central,Midwest,10,46,097
1158,Mayes,Oklahoma,OK,West South Central,South,20,40,097
2144,Fentress,Tennessee,TN,East South Central,South,19,47,049
2241,Portage,Wisconsin,WI,East North Central,Midwest,9,55,097
950,Johnson,Nebraska,NE,West North Central,Midwest,11,31,097
2952,Northumberland,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,097
486,Pitkin,Colorado,CO,Mountain,West,22,8,097
324,Sonoma,California,CA,Pacific,West,26,6,097
1196,Labette,Kansas,KS,West North Central,Midwest,11,20,099
641,Prowers,Colorado,CO,Mountain,West,22,8,099
1070,Mower,Minnesota,MN,West North Central,Midwest,10,27,099
909,Minnehaha,South Dakota,SD,West North Central,Midwest,10,46,099
2713,Surry,North Carolina,NC,South Atlantic,South,16,37,171
273,Price,Wisconsin,WI,East North Central,Midwest,9,55,099
2326,Marshall,Indiana,IN,East North Central,Midwest,7,18,099
1658,Neshoba,Mississippi,MS,East South Central,South,18,28,099
958,Jasper,Iowa,IA,West North Central,Midwest,10,19,099
1400,Coryell,Texas,TX,West South Central,South,21,48,099
1265,Jefferson,Missouri,MO,West North Central,Midwest,12,29,099
2630,Wayne,West Virginia,WV,South Atlantic,South,14,54,099
2867,King George,Virginia,VA,South Atlantic,South,13,51,099
2454,Mahoning,Ohio,OH,East North Central,Midwest,7,39,099
2523,Jackson,North Carolina,NC,South Atlantic,South,16,37,099
334,Stanislaus,California,CA,Pacific,West,26,6,099
2972,Seneca,New York,NY,Middle Atlantic,Northeast,3,36,099
714,Lane,Kansas,KS,West North Central,Midwest,11,20,101
901,Moody,South Dakota,SD,West North Central,Midwest,10,46,101
896,Murray,Minnesota,MN,West North Central,Midwest,10,27,101
2006,Lawrence,Illinois,IL,East North Central,Midwest,6,17,101
1127,Clinton,Iowa,IA,West North Central,Midwest,10,19,045
2375,Marion,Ohio,OH,East North Central,Midwest,7,39,101
2057,Martin,Indiana,IN,East North Central,Midwest,7,18,101
675,Cottle,Texas,TX,West South Central,South,21,48,101
590,Keith,Nebraska,NE,West North Central,Midwest,11,31,101
1121,Jefferson,Iowa,IA,West North Central,Midwest,10,19,101
1147,Newton,Arkansas,AR,West South Central,South,20,5,101
317,Sutter,California,CA,Pacific,West,26,6,101
2889,King William,Virginia,VA,South Atlantic,South,13,51,101
2014,Henderson,Kentucky,KY,East South Central,South,18,21,101
1218,Johnson,Missouri,MO,West North Central,Midwest,12,29,101
2263,Racine,Wisconsin,WI,East North Central,Midwest,9,55,101
1639,Newton,Mississippi,MS,East South Central,South,18,28,101
1106,Knox,Missouri,MO,West North Central,Midwest,12,29,103
1659,Noxubee,Mississippi,MS,East South Central,South,18,28,103
2327,Miami,Indiana,IN,East North Central,Midwest,7,18,103
191,Wells,North Dakota,ND,West North Central,Midwest,10,38,103
1517,Ouachita,Arkansas,AR,West South Central,South,20,5,103
2126,Morgan,Alabama,AL,East South Central,South,18,1,103
532,Rio Blanco,Colorado,CO,Mountain,West,22,8,103
2071,Henry,Kentucky,KY,East South Central,South,18,21,103
2398,Medina,Ohio,OH,East North Central,Midwest,7,39,103
3026,Pike,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,103
1977,Hickman,Kentucky,KY,East South Central,South,18,21,105
1201,Nowata,Oklahoma,OK,West South Central,South,20,40,105
617,Rio Grande,Colorado,CO,Mountain,West,22,8,105
2933,Potter,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,105
1128,Jones,Iowa,IA,West North Central,Midwest,10,19,105
870,Nobles,Minnesota,MN,West North Central,Midwest,10,27,105
747,Lincoln,Kansas,KS,West North Central,Midwest,11,20,105
1660,Oktibbeha,Mississippi,MS,East South Central,South,18,28,105
37,Flathead,Montana,MT,Mountain,West,23,30,029
38,Glacier,Montana,MT,Mountain,West,23,30,035
171,Perkins,South Dakota,SD,West North Central,Midwest,10,46,105
301,Lake,Oregon,OR,Pacific,West,27,41,037
302,Wheeler,Oregon,OR,Pacific,West,27,41,069
583,Kimball,Nebraska,NE,West North Central,Midwest,11,31,105
1585,Tangipahoa,Louisiana,LA,West South Central,South,20,22,105
2753,Lee,North Carolina,NC,South Atlantic,South,16,37,105
123,Williams,North Dakota,ND,West North Central,Midwest,10,38,105
1673,Perry,Alabama,AL,East South Central,South,18,1,105
2221,Livingston,Illinois,IL,East North Central,Midwest,6,17,105
1778,Putnam,Florida,FL,South Atlantic,South,17,12,107
1913,Panola,Mississippi,MS,East South Central,South,18,28,107
1206,Linn,Kansas,KS,West North Central,Midwest,11,20,107
2191,Logan,Illinois,IL,East North Central,Midwest,6,17,107
2308,Montgomery,Indiana,IN,East North Central,Midwest,7,18,107
2351,Mercer,Ohio,OH,East North Central,Midwest,7,39,107
2267,Mecosta,Michigan,MI,East North Central,Midwest,8,26,107
199,Potter,South Dakota,SD,West North Central,Midwest,10,46,107
274,Rusk,Wisconsin,WI,East North Central,Midwest,9,55,107
264,Anoka,Minnesota,MN,West North Central,Midwest,10,27,003
2918,Berkeley,West Virginia,WV,South Atlantic,South,14,54,003
1779,Atkinson,Georgia,GA,South Atlantic,South,15,13,003
1480,Allen,Louisiana,LA,West South Central,South,20,22,003
2135,Bedford,Tennessee,TN,East South Central,South,19,47,003
373,Adams,Idaho,ID,Mountain,West,23,16,003
2726,Alexander,North Carolina,NC,South Atlantic,South,16,37,003
402,Clark,Nevada,NV,Mountain,West,25,32,003
1762,Baker,Florida,FL,South Atlantic,South,17,12,003
3099,Carroll,New Hampshire,NH,New England,Northeast,1,33,003
558,Arapahoe,Colorado,CO,Mountain,West,22,8,005
2631,Boone,West Virginia,WV,South Atlantic,South,14,54,005
2685,Alleghany,Virginia,VA,South Atlantic,South,13,51,005
2392,Ashland,Ohio,OH,East North Central,Midwest,7,39,005
3015,Burlington,New Jersey,NJ,Middle Atlantic,Northeast,4,34,005
3040,Bronx,New York,NY,Middle Atlantic,Northeast,3,36,005
3029,Litchfield,Connecticut,CT,New England,Northeast,1,9,005
433,Chaves,New Mexico,NM,Mountain,West,25,35,005
3076,Cheshire,New Hampshire,NH,New England,Northeast,1,33,005
3073,Newport,Rhode Island,RI,New England,Northeast,1,44,005
3068,Bristol,Massachusetts,MA,New England,Northeast,2,25,005
502,Cache,Utah,UT,Mountain,West,23,49,005
2943,Baltimore,Maryland,MD,South Atlantic,South,14,24,005
2902,Sussex,Delaware,DE,South Atlantic,South,14,10,005
1712,Barbour,Alabama,AL,East South Central,South,18,1,005
1567,Amite,Mississippi,MS,East South Central,South,18,28,005
804,Atoka,Oklahoma,OK,West South Central,South,20,40,005
522,Bannock,Idaho,ID,Mountain,West,23,16,005
2727,Alleghany,North Carolina,NC,South Atlantic,South,16,37,005
124,Blaine,Montana,MT,Mountain,West,23,30,005
2099,Anderson,Kentucky,KY,East South Central,South,18,21,005
3097,Cumberland,Maine,ME,New England,Northeast,1,23,005
1297,Baxter,Arkansas,AR,West South Central,South,20,5,005
478,Cibola,New Mexico,NM,Mountain,West,25,35,006
286,Butte,California,CA,Pacific,West,26,6,007
1114,Keokuk,Iowa,IA,West North Central,Midwest,10,19,107
450,Crosby,Texas,TX,West South Central,South,21,48,107
715,Logan,Kansas,KS,West North Central,Midwest,11,20,109
1044,Kossuth,Iowa,IA,West North Central,Midwest,10,19,109
1141,McDonough,Illinois,IL,East North Central,Midwest,6,17,109
2367,Miami,Ohio,OH,East North Central,Midwest,7,39,109
1616,St. Johns,Florida,FL,South Atlantic,South,17,12,109
1174,Pike,Arkansas,AR,West South Central,South,20,5,109
1229,Lawrence,Missouri,MO,West North Central,Midwest,12,29,109
438,Culberson,Texas,TX,West South Central,South,21,48,109
162,Wibaux,Montana,MT,Mountain,West,23,30,109
618,Saguache,Colorado,CO,Mountain,West,22,8,109
2828,Louisa,Virginia,VA,South Atlantic,South,13,51,109
1628,Pearl River,Mississippi,MS,East South Central,South,18,28,109
2563,Jackson,Kentucky,KY,East South Central,South,18,21,109
951,Lancaster,Nebraska,NE,West North Central,Midwest,11,31,109
2973,Tompkins,New York,NY,Middle Atlantic,Northeast,3,36,109
657,Dallam,Texas,TX,West South Central,South,21,48,111
1702,Randolph,Alabama,AL,East South Central,South,18,1,111
758,Lyon,Kansas,KS,West North Central,Midwest,11,20,111
891,Sanborn,South Dakota,SD,West North Central,Midwest,10,46,111
2114,Macon,Tennessee,TN,East South Central,South,19,47,111
1099,Lewis,Missouri,MO,West North Central,Midwest,12,29,111
2216,Newton,Indiana,IN,East North Central,Midwest,7,18,111
299,Grant,Oregon,OR,Pacific,West,27,41,023
2291,Midland,Michigan,MI,East North Central,Midwest,8,26,111
1640,Perry,Mississippi,MS,East South Central,South,18,28,111
2072,Jefferson,Kentucky,KY,East South Central,South,18,21,111
496,San Juan,Colorado,CO,Mountain,West,22,8,111
3036,Ulster,New York,NY,Middle Atlantic,Northeast,3,36,111
235,Otter Tail,Minnesota,MN,West North Central,Midwest,10,27,111
2441,Monroe,Ohio,OH,East North Central,Midwest,7,39,111
1096,Lee,Iowa,IA,West North Central,Midwest,10,19,111
82,Benton,Washington,WA,Pacific,West,27,53,005
1311,Poinsett,Arkansas,AR,West South Central,South,20,5,111
2541,McDowell,North Carolina,NC,South Atlantic,South,16,37,111
753,McPherson,Kansas,KS,West North Central,Midwest,11,20,113
2940,Sullivan,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,113
1175,Polk,Arkansas,AR,West South Central,South,20,5,113
1115,Linn,Iowa,IA,West North Central,Midwest,10,19,113
2332,Noble,Indiana,IN,East North Central,Midwest,7,18,113
698,Jackson,Oklahoma,OK,West South Central,South,20,40,065
699,Kiowa,Oklahoma,OK,West South Central,South,20,40,075
701,Foard,Texas,TX,West South Central,South,21,48,155
2268,Missaukee,Michigan,MI,East North Central,Midwest,8,26,113
210,Pennington,Minnesota,MN,West North Central,Midwest,10,27,113
275,Sawyer,Wisconsin,WI,East North Central,Midwest,9,55,113
817,Logan,Nebraska,NE,West North Central,Midwest,11,31,113
1577,Pike,Mississippi,MS,East South Central,South,18,28,113
2103,Jessamine,Kentucky,KY,East South Central,South,18,21,113
1260,Lincoln,Missouri,MO,West North Central,Midwest,12,29,113
2504,Macon,North Carolina,NC,South Atlantic,South,16,37,113
2192,McLean,Illinois,IL,East North Central,Midwest,6,17,113
1932,Madison,Tennessee,TN,East South Central,South,19,47,113
1418,Dallas,Texas,TX,West South Central,South,21,48,113
1192,Ottawa,Oklahoma,OK,West South Central,South,20,40,115
1905,Pontotoc,Mississippi,MS,East South Central,South,18,28,115
451,Dawson,Texas,TX,West South Central,South,21,48,115
3027,Susquehanna,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,115
2184,Macon,Illinois,IL,East North Central,Midwest,6,17,115
1010,Linn,Missouri,MO,West North Central,Midwest,12,29,115
892,Spink,South Dakota,SD,West North Central,Midwest,10,46,115
831,Loup,Nebraska,NE,West North Central,Midwest,11,31,115
592,Sedgwick,Colorado,CO,Mountain,West,22,8,115
1134,Louisa,Iowa,IA,West North Central,Midwest,10,19,115
318,Yuba,California,CA,Pacific,West,26,6,115
2997,Washington,New York,NY,Middle Atlantic,Northeast,3,36,115
1953,Prentiss,Mississippi,MS,East South Central,South,18,28,117
667,Deaf Smith,Texas,TX,West South Central,South,21,48,117
2065,Orange,Indiana,IN,East North Central,Midwest,7,18,117
897,Pipestone,Minnesota,MN,West North Central,Midwest,10,27,117
2274,Montcalm,Michigan,MI,East North Central,Midwest,8,26,117
2406,Morrow,Ohio,OH,East North Central,Midwest,7,39,117
818,McPherson,Nebraska,NE,West North Central,Midwest,11,31,117
1235,Cole,Missouri,MO,West North Central,Midwest,12,29,051
1236,Gasconade,Missouri,MO,West North Central,Midwest,12,29,073
1239,Osage,Missouri,MO,West North Central,Midwest,12,29,151
948,Marshall,Kansas,KS,West North Central,Midwest,11,20,117
959,Lucas,Iowa,IA,West North Central,Midwest,10,19,117
1188,McDonald,Missouri,MO,West North Central,Midwest,12,29,119
707,Meade,Kansas,KS,West North Central,Midwest,11,20,119
623,Teller,Colorado,CO,Mountain,West,22,8,119
1288,Quitman,Mississippi,MS,East South Central,South,18,28,119
931,Madison,Nebraska,NE,West North Central,Midwest,11,31,119
276,Taylor,Wisconsin,WI,East North Central,Midwest,9,55,119
1607,Montmorency,Michigan,MI,East North Central,Midwest,8,26,119
2059,Owen,Indiana,IN,East North Central,Midwest,7,18,119
1752,Sumter,Florida,FL,South Atlantic,South,17,12,119
853,Sully,South Dakota,SD,West North Central,Midwest,10,46,119
1595,West Baton Rouge,Louisiana,LA,West South Central,South,20,22,121
1409,Denton,Texas,TX,West South Central,South,21,48,121
1990,Marion,Illinois,IL,East North Central,Midwest,6,17,121
1207,Miami,Kansas,KS,West North Central,Midwest,11,20,121
1107,Macon,Missouri,MO,West North Central,Midwest,12,29,121
247,Pope,Minnesota,MN,West North Central,Midwest,10,27,121
854,Todd,South Dakota,SD,West North Central,Midwest,10,46,121
990,Madison,Iowa,IA,West North Central,Midwest,10,19,121
857,Holt,Nebraska,NE,West North Central,Midwest,11,31,089
1647,Scott,Mississippi,MS,East South Central,South,18,28,123
1278,Madison,Missouri,MO,West North Central,Midwest,12,29,123
2975,Yates,New York,NY,Middle Atlantic,Northeast,3,36,123
562,Weld,Colorado,CO,Mountain,West,22,8,123
2466,Warren,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,123
270,Ashland,Wisconsin,WI,East North Central,Midwest,9,55,003
271,Bayfield,Wisconsin,WI,East North Central,Midwest,9,55,007
280,Burnett,Wisconsin,WI,East North Central,Midwest,9,55,013
281,Chippewa,Wisconsin,WI,East North Central,Midwest,9,55,017
282,Douglas,Wisconsin,WI,East North Central,Midwest,9,55,031
269,St. Louis,Minnesota,MN,West North Central,Midwest,10,27,137
1095,Vernon,Wisconsin,WI,East North Central,Midwest,9,55,123
921,Mitchell,Kansas,KS,West North Central,Midwest,11,20,123
2203,Marshall,Illinois,IL,East North Central,Midwest,6,17,123
1538,West Carroll,Louisiana,LA,West South Central,South,20,22,123
584,Morrill,Nebraska,NE,West North Central,Midwest,11,31,123
1116,Mahaska,Iowa,IA,West North Central,Midwest,10,19,123
2038,Perry,Indiana,IN,East North Central,Midwest,7,18,123
2520,Monroe,Tennessee,TN,East South Central,South,19,47,123
2276,Newaygo,Michigan,MI,East North Central,Midwest,8,26,123
2173,Gilmer,Georgia,GA,South Atlantic,South,15,13,123
266,Ramsey,Minnesota,MN,West North Central,Midwest,10,27,123
811,Pontotoc,Oklahoma,OK,West South Central,South,20,40,123
2086,Larue,Kentucky,KY,East South Central,South,18,21,123
1436,DeWitt,Texas,TX,West South Central,South,21,48,123
200,Benson,North Dakota,ND,West North Central,Midwest,10,38,005
155,Custer,Montana,MT,Mountain,West,23,30,017
194,Logan,North Dakota,ND,West North Central,Midwest,10,38,047
120,Mountrail,North Dakota,ND,West North Central,Midwest,10,38,061
205,Ramsey,North Dakota,ND,West North Central,Midwest,10,38,071
116,Sheridan,Montana,MT,Mountain,West,23,30,091
771,Montgomery,Kansas,KS,West North Central,Midwest,11,20,125
1380,Dickens,Texas,TX,West South Central,South,21,48,125
882,Turner,South Dakota,SD,West North Central,Midwest,10,46,125
2343,Paulding,Ohio,OH,East North Central,Midwest,7,39,125
212,Red Lake,Minnesota,MN,West North Central,Midwest,10,27,125
3016,Camden,New Jersey,NJ,Middle Atlantic,Northeast,4,34,007
3017,Gloucester,New Jersey,NJ,Middle Atlantic,Northeast,4,34,015
3018,Salem,New Jersey,NJ,Middle Atlantic,Northeast,4,34,033
3011,Delaware,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,045
2401,Fairfield,Ohio,OH,East North Central,Midwest,7,39,045
3013,Montgomery,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,091
3019,Philadelphia,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,101
2407,Perry,Ohio,OH,East North Central,Midwest,7,39,127
2671,Braxton,West Virginia,WV,South Atlantic,South,14,54,007
2604,Brown,Ohio,OH,East North Central,Midwest,7,39,015
2605,Clermont,Ohio,OH,East North Central,Midwest,7,39,025
2614,Jackson,West Virginia,WV,South Atlantic,South,14,54,035
2608,Gallia,Ohio,OH,East North Central,Midwest,7,39,053
2682,Randolph,West Virginia,WV,South Atlantic,South,14,54,083
593,Yuma,Colorado,CO,Mountain,West,22,8,125
2515,Anderson,Tennessee,TN,East South Central,South,19,47,001
2517,Campbell,Tennessee,TN,East South Central,South,19,47,013
2080,Gallatin,Kentucky,KY,East South Central,South,18,21,077
2081,Grant,Kentucky,KY,East South Central,South,18,21,081
2610,Lawrence,Ohio,OH,East North Central,Midwest,7,39,087
2518,Knox,Tennessee,TN,East South Central,South,19,47,093
2446,Tyler,West Virginia,WV,South Atlantic,South,14,54,095
2519,Loudon,Tennessee,TN,East South Central,South,19,47,105
2082,Kenton,Kentucky,KY,East South Central,South,18,21,117
2444,Washington,Ohio,OH,East North Central,Midwest,7,39,167
933,Nance,Nebraska,NE,West North Central,Midwest,11,31,125
960,Marion,Iowa,IA,West North Central,Midwest,10,19,125
1962,Massac,Illinois,IL,East North Central,Midwest,6,17,127
991,Marshall,Iowa,IA,West North Central,Midwest,10,19,127
759,Morris,Kansas,KS,West North Central,Midwest,11,20,127
952,Nemaha,Nebraska,NE,West North Central,Midwest,11,31,127
1358,Dimmit,Texas,TX,West South Central,South,21,48,127
3028,Wayne,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,127
2891,New Kent,Virginia,VA,South Atlantic,South,13,51,127
1866,Glynn,Georgia,GA,South Atlantic,South,15,13,127
2286,Oceana,Michigan,MI,East North Central,Midwest,8,26,127
2768,Nash,North Carolina,NC,South Atlantic,South,16,37,127
1176,Scott,Arkansas,AR,West South Central,South,20,5,127
2139,Moore,Tennessee,TN,East South Central,South,19,47,127
1648,Simpson,Mississippi,MS,East South Central,South,18,28,127
1154,Pushmataha,Oklahoma,OK,West South Central,South,20,40,127
1649,Smith,Mississippi,MS,East South Central,South,18,28,129
645,Morton,Kansas,KS,West North Central,Midwest,11,20,129
1003,Mercer,Missouri,MO,West North Central,Midwest,12,29,129
2416,Ogemaw,Michigan,MI,East North Central,Midwest,8,26,129
186,Walworth,South Dakota,SD,West North Central,Midwest,10,46,129
285,Washburn,Wisconsin,WI,East North Central,Midwest,9,55,129
946,Mills,Iowa,IA,West North Central,Midwest,10,19,129
925,Nuckolls,Nebraska,NE,West North Central,Midwest,11,31,129
684,Donley,Texas,TX,West South Central,South,21,48,129
1302,Searcy,Arkansas,AR,West South Central,South,20,5,129
2478,Westmoreland,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,129
2368,Pickaway,Ohio,OH,East North Central,Midwest,7,39,129
2769,New Hanover,North Carolina,NC,South Atlantic,South,16,37,129
693,Roger Mills,Oklahoma,OK,West South Central,South,20,40,129
1999,Posey,Indiana,IN,East North Central,Midwest,7,18,129
2942,Wyoming,Pennsylvania,PA,Middle Atlantic,Northeast,5,42,131
1069,Mitchell,Iowa,IA,West North Central,Midwest,10,19,131
2319,Pulaski,Indiana,IN,East North Central,Midwest,7,18,131
957,Nemaha,Kansas,KS,West North Central,Midwest,11,20,131
1629,Stone,Mississippi,MS,East South Central,South,18,28,131
1393,Eastland,Texas,TX,West South Central,South,21,48,133
2617,Letcher,Kentucky,KY,East South Central,South,18,21,133
1197,Neosho,Kansas,KS,West North Central,Midwest,11,20,133
905,Rock,Minnesota,MN,West North Central,Midwest,10,27,133
2269,Osceola,Michigan,MI,East North Central,Midwest,8,26,133
1291,Faulkner,Arkansas,AR,West South Central,South,20,5,045
2801,Craven,North Carolina,NC,South Atlantic,South,16,37,049
1152,Le Flore,Oklahoma,OK,West South Central,South,20,40,079
1945,Lawrence,Tennessee,TN,East South Central,South,19,47,099
954,Pawnee,Nebraska,NE,West North Central,Midwest,11,31,133
2754,Anson,North Carolina,NC,South Atlantic,South,16,37,007
1928,Fayette,Tennessee,TN,East South Central,South,19,47,047
1936,Hardin,Tennessee,TN,East South Central,South,19,47,071
1172,Logan,Arkansas,AR,West South Central,South,20,5,083
810,Pittsburg,Oklahoma,OK,West South Central,South,20,40,121
461,Ector,Texas,TX,West South Central,South,21,48,135
716,Ness,Kansas,KS,West North Central,Midwest,11,20,135
1255,Moniteau,Missouri,MO,West North Central,Midwest,12,29,135
2360,Preble,Ohio,OH,East North Central,Midwest,7,39,135
2357,Randolph,Indiana,IN,East North Central,Midwest,7,18,135
1217,Henry,Missouri,MO,West North Central,Midwest,12,29,083
