uid,incentive_id,increment_1_capacity_kw,increment_2_capacity_kw,increment_3_capacity_kw,increment_4_capacity_kw,pbi_fit_duration_years,pbi_fit_end_date,pbi_fit_min_output_kwh_yr,pbi_fit_max_size_for_dlrs_calc_kw,ptc_duration_years,ptc_end_date,rating_basis_ac_dc,fit_dlrs_kwh,pbi_dlrs_kwh,pbi_fit_dlrs_kwh,increment_1_rebate_dlrs_kw,increment_2_rebate_dlrs_kw,increment_3_rebate_dlrs_kw,increment_4_rebate_dlrs_kw,max_dlrs_yr,max_tax_credit_dlrs,tax_credit_dlrs_kw,max_tax_deduction_dlrs,pbi_fit_max_dlrs,pbi_fit_pcnt_cost_max,pbi_fit_max_size_kw,pbi_fit_min_size_kw,ptc_dlrs_kwh,rebate_dlrs_kw,rebate_max_dlrs,rebate_max_size_kw,rebate_min_size_kw,rebate_pcnt_cost_max,tax_credit_pcnt_cost,tax_deduction_pcnt_cost,tax_credit_max_size_kw,tax_credit_min_size_kw,sector_abbr
117,117,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,com
118,118,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,com
119,119,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,com
120,120,5,5,40,,,,,,,,DC,,,0,1250,750,750,,,,,,,,,,,,2500,,0.5,,,,,,com
121,121,3,7,10,,,,,,,,DC,,,0,3000,2000,2000,,,,,,,,,,,,33000,,1,,,,,,com
141,141,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
142,142,,,,,10,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
21,21,,,,,,,,,10,,,,,0,,,,,2000000,,,,,,,,0.01,,,,,,,,,5000,com
23,23,,,,,,,,,10,,,,,0,,,,,2000000,,,,,,,,0.01,,,,,,,,,5000,com
24,24,,,,,,,,,,,,,,0,,,,,,25000,,,,,,,,,,,,,0.1,,,,com
12,12,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
13,13,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
14,14,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
15,15,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
16,16,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
17,17,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
18,18,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,com
26,26,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,2250,,1000,1,,,,,,com
27,27,,,,,10,,,,,,AC,,0.15,0.15,,,,,,,,,,,1000,1000,,1250,,1000,1,0.5,,,,,com
28,28,,,,,10,,,,,,AC,,0.15,0.15,,,,,,,,,,,1000,1000,,1250,,1000,1,0.5,,,,,com
29,29,,,,,20,,,,,,,,0.08,0.08,,,,,,,,,,0.4,,,,,,,,,,,,,com
30,30,,,,,20,,,,,,,,0.08,0.08,,,,,,,,,,0.4,,,,,,,,,,,,,com
31,31,,,,,10,,,,,,AC,,0.131,0.131,,,,,,,,,,0.6,1000,100.001,,2250,75000,100,,0.5,,,,,com
32,32,,,,,10,,,,,,AC,,0.131,0.131,,,,,,,,,,0.6,1000,100.001,,2250,75000,100,,0.5,,,,,com
33,33,25,25,,,,,,,,,DC,,,0,4000,3000,3000,,,,,,,,,,,550,5500,10,,0.3,,,,,com
37,37,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,350,25000,50,,0.4,,,,,com
39,39,,,,,20,,,,,,,0.1,,0.1,,,,,,,,,,,1000,,,,,,,,,,,,com
336,336,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
383,383,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
384,384,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
385,385,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
107,107,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,500,1500,,0.5,,,,,,com
163,163,,,,,,,,,10,,,,,0,,,,,,,,,,,,,0.02,,,,,,,,2500,,com
49,49,1000,1000,,,,,,,,,AC,,,0,595,297.5,297.5,,,,,,,,,,,1190,5000000,3000,,0.6,,,,,com
101,101,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1500,9000,,,0.5,,,,,com
105,105,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,1250,12500,250,0.5,,,,,,com
108,108,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1000,10000,25,,0.5,,,,,com
110,110,5,5,40,,,,,,,,DC,,,0,1250,750,750,,,,,,,,,,,,24000,,0.5,,,,,,com
111,111,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1250,2500,,0.5,,,,,,com
112,112,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,com
113,113,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,com
114,114,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,com
115,115,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,com
116,116,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.25,,,,,com
337,337,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
338,338,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
339,339,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
340,340,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
341,341,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
342,342,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
189,189,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,com
247,247,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.35,,,,com
259,259,,,,,,,,,10,,,,,0,,,,,4000000,,,,,,,,0.01,,,,,,,,,1000,com
271,271,,,,,,,,,10,,,,,0,,,,,4000000,,,,,,,,0.01,,,,,,,,,1000,com
281,281,,,,,,,,,,,,,,0,,,,,,2500000,,,,,,,,,,,,,0.35,,,,com
291,291,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.15,,,,com
293,293,,,,,,,,,10,,,,,0,,,,,,,,,,,,,0.005,,,,,,,,,1000,com
304,304,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,,20000,,,,,,,com
305,305,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,,20000,,,,,,,com
402,402,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.1,,,com
418,418,,,,,,,,,4,,,,,0,,,,,,,,,,,,,0.0035,,,,,,,,,,com
331,331,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
332,332,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
333,333,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
334,334,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
335,335,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
343,343,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
420,420,,,,,,,,,4,,,,,0,,,,,,,,,,,,,0.0035,,,,,,,,,,com
428,428,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7.2,,,,com
485,485,,,,,,,,,,2016-06-30,,,,0,,,,,,,,,,,,,0.01,,,,,,,,,,com
518,518,,,,,1,,,,,,,,0.5,0.5,,,,,,,,,35000,,,,,,,,,,,,,,com
164,164,,,,,10,,,,,,AC,0.2,,0.2,,,,,,,,,,,10,0.5,,,,,,,,,,,com
165,165,,,,,,,,,10,,DC,,,0,,,,,,,,,,,,,0.02,,,,,,,,2500,,com
168,168,,,,,10,,,,,,AC,0.2,,0.2,,,,,,,,,,,10,0.5,,,,,,,,,,,com
186,186,,,,,,,,,5,,,,,0,,,,,,2500000,,,,,,,0.0085,,,,,,,,,,com
287,287,,,,,,,,,,,,,,0,,,,,,2500000,,,,,,,,,,,,,0.35,,,,com
417,417,,,,,,,,,4,,,,,0,,,,,,50000,,,,,,,,,,,,,0.1,,,,com
419,419,,,,,,,,,4,,,,,0,,,,,,50000,,,,,,,,,,,,,0.1,,,,com
452,452,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,10,,,,com
453,453,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,10,,,,com
468,468,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,100,,0.4,,,,,com
503,503,,,,,10,,,,,,AC,0.2,,0.2,,,,,,,,,,,10,0.5,,,,,,,,,,,com
523,523,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,3000,30000,10,,0.4,,,,,com
143,143,,,,,10,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
144,144,,,,,10,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
156,156,,,,,20,,,,,,AC,0.138,,0.138,,,,,,,,,,,100,,,,,,,,,,,,com
162,162,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,1000,4000,49.9,1,,,,,,com
171,171,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
172,172,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
173,173,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
174,174,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
175,175,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
176,176,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
177,177,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
178,178,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
183,183,,,,,20,,,,,,DC,,0.1,0.1,,,,,,,,,,,1000,,,,,,,,,,,,com
184,184,,,,,1,,,,,,,,0.5,0.5,,,,,,,,,4000,,,,,,,,,,,,,,com
224,224,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
225,225,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
226,226,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
227,227,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
228,228,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
232,232,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
233,233,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
234,234,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
235,235,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
236,236,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
237,237,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
238,238,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
239,239,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
240,240,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
241,241,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
249,249,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2000,10000,,,,,,,,com
250,250,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,2150,,,,0.6,,,,,com
257,257,,,,,1,,,,,,,,,0,,,,,,,,,543000,,,,,,,,,,,,,,com
265,265,,,,,8,,,,,,AC,,0.04,0.04,,,,,,,,,,,10,,,,,,,,,,,,com
275,275,,,,,1,,,,,,DC,,,0,,,,,,,,,400000,0.5,2000,,,,,,,,,,,,com
280,280,,,,,1,,,,,,DC,,,0,,,,,,,,,135600,,,,,,,2000,,0.6,,,,,com
283,283,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
284,284,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
285,285,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
286,286,,,,,5,,,,,,DC,0.09,,0.09,,,,,,,,,,,10,,,,,,,,,,,,com
321,321,,,,,3,,,,,,,,0.1,0.1,,,,,,,,,,,6,,,,,,,,,,,,com
324,324,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
325,325,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
326,326,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
327,327,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
328,328,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
329,329,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
330,330,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
344,344,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
345,345,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
346,346,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
347,347,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
348,348,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
349,349,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
350,350,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
351,351,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
352,352,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
353,353,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
354,354,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
355,355,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
356,356,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
357,357,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
358,358,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
359,359,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
360,360,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
361,361,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
362,362,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
363,363,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
364,364,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
365,365,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
366,366,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
367,367,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
368,368,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
369,369,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
370,370,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
371,371,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
372,372,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
373,373,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
374,374,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
375,375,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
376,376,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
377,377,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
378,378,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
379,379,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
380,380,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
381,381,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
382,382,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
386,386,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
387,387,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
388,388,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
389,389,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
390,390,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
391,391,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
392,392,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
393,393,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
394,394,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
395,395,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
396,396,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
397,397,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
398,398,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
399,399,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
400,400,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
401,401,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
412,412,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1000,6000,20,,,,,,,com
421,421,,,,,,,,,,,AC,,,0,,,,,,,,,,,,,,2000,20000,10,1,,,,,,com
425,425,,,,,15,,,,,,DC,0.25,,0.25,,,,,,,,,,,100,,,,,,,,,,,,com
429,429,,,,,1,,,,,,DC,,,0,,,,,,,,,7200,0.15,,,,1080,10800,,,,,,,,com
431,431,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,com
432,432,,,,,,,,,,,AC,,0.16,0.16,,,,,,,,,,,25,,,,,,,,,,,,com
433,433,,,,,,,,,,,DC,,0.04,0.04,,,,,,,,,,,100,,,,,,,,,,,,com
434,434,,,,,,2020-06-30,,,,,,,0.12,0.12,,,,,5000,,,,,,,,,,,,,,,,,,com
463,463,,,,,15,,,,,,,0.17,,0.17,,,,,,,,,,,5000,5,,,,,,,,,,,com
464,464,,,,,15,,,,,,,0.1,,0.1,,,,,,,,,,,5000,5,,,,,,,,,,,com
489,489,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1000,5000,,,0.5,,,,,com
494,494,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,3000,100000,750,,0.5,,,,,com
496,496,,,,,2,2013-06-30,,,,,,,0.03,0.03,,,,,,,,,,,100,,,,,,,,,,,,com
504,504,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1700,10000,,,0.3,,,,,com
507,507,,,,,1,,3000,,,,AC,,0.28,0.28,,,,,,,,,12000,0.4,,,,,,,,0.5,,,,,com
512,512,,,,,10,,,,,,,0.17,,0.17,,,,,,,,,,,200,,,,,,,,,,,,com
515,515,,,,,20,,,,,,DC,0.17,,0.17,,,,,,,,,,,3000,30,,,,,,,,,,,com
516,516,,,,,15,,,,,,AC,0.15,,0.15,,,,,,,,,,,100,,,,,,,,,,,,com
517,517,,,,,15,,,,,,AC,0.16,,0.16,,,,,,,,,,,100,,,,,,,,,,,,com
525,525,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,3500,,,0.25,,,,,com
526,526,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,500,5000,,,,,,,,com
20,20,,,,,,,,,,,,,,0,,,,,,25000,,,,,,,,,,,,,0.1,,,,ind
3,3,,,,,20,,,,,,AC,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,ind
4,4,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
5,5,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
6,6,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
7,7,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
8,8,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
9,9,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
10,10,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
11,11,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
246,246,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.35,,,,ind
139,139,,,,,,,,,,,,,,0,,,,,,500000,,,,,,,,,,,,,0.35,,,,ind
155,155,,,,,,,,,,,,,,0,,,,,,500000,,,,,,,,,,,,,0.2,,,,ind
169,169,,,,,,,,,,,,,,0,,,,,,1000,,,,,,,,,,,,,0.3,,,,ind
145,145,,,,,20,,,,,,AC,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,ind
179,179,,,,,20,,,,,,,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,ind
170,170,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.5,,,1000,ind
185,185,,,,,,,,,5,,,,,0,,,,,,2500000,,,,,,,0.0085,,,,,,,,,,ind
223,223,,,,,20,,,,,,AC,,0.037,0.037,,,,,,,,,,,20000,50,,,,,,,,,,,ind
282,282,,,,,20,,,,,,,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,ind
313,313,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2000000,,,0.5,,,,,ind
323,323,,,,,20,,,,,,AC,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,ind
430,430,,,,,20,,,,,,,,0.04,0.04,,,,,,,,,,,20000,50,,,,,,,,,,,ind
477,477,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1500,,,,,,,,,ind
524,524,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,1700,250000,,,0.3,,,,,ind
229,229,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
230,230,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
231,231,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
117,117,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,ind
118,118,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,ind
119,119,,,,,,,,,,,DC,,,0,,,,,,,,,,,,,,,30000,,0.5,0.333,,,,,ind
120,120,5,5,40,,,,,,,,DC,,,0,1250,750,750,,,,,,,,,,,,2500,,0.5,,,,,,ind
121,121,3,7,10,,,,,,,,DC,,,0,3000,2000,2000,,,,,,,,,,,,33000,,1,,,,,,ind
141,141,,,,,20,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
142,142,,,,,10,,,,,,AC,0.13,,0.13,,,,,,,,,,,50,0.5,,,,,,,,,,,ind
21,21,,,,,,,,,10,,,,,0,,,,,2000000,,,,,,,,0.01,,,,,,,,,5000,ind
23,23,,,,,,,,,10,,,,,0,,,,,2000000,,,,,,,,0.01,,,,,,,,,5000,ind
24,24,,,,,,,,,,,,,,0,,,,,,25000,,,,,,,,,,,,,0.1,,,,ind
12,12,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
13,13,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
14,14,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
15,15,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
16,16,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
17,17,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
18,18,,,,,,,,,,,AC,0.13,,0.13,,,,,,,,,20,,50,0.5,,,,,,,,,,,ind
