year,billions_kwh,sector_abbr,nerc_region_ID,nerc_region_abbr,nerc_region_desc,fuel_type,scenario
2024,41.222965,res,5-13,PJMD,PJM / Dominion,electricity,AEO2025 Reference case
2024,1.762171,trans,5-10,PJME,PJM / East,electricity,AEO2025 Reference case
2024,0.739897,trans,5-9,NYUP,Northeast Power Coordinating Council / Upstate New York,electricity,AEO2025 Reference case
2024,0.621882,trans,5-8,NYCW,Northeast Power Coordinating Council / New York City and Long Island,electricity,AEO2025 Reference case
2024,0.233899,trans,5-7,ISNE,Northeast Power Coordinating Council / New England,electricity,AEO2025 Reference case
2024,15.947736,com,5-19,SPPN,Southwest Power Pool / North,electricity,AEO2025 Reference case
2024,29.276764,com,5-18,SPPC,Southwest Power Pool / Central,electricity,AEO2025 Reference case
2024,41.229618,com,5-17,SPPS,Southwest Power Pool / South,electricity,AEO2025 Reference case
2024,61.499352,com,5-16,SRCE,SERC Reliability Corporation / Central,electricity,AEO2025 Reference case
2024,0.030320,trans,5-6,MISS,Midcontinent / South,electricity,AEO2025 Reference case
2024,0.188401,trans,5-5,MISE,Midcontinent / East,electricity,AEO2025 Reference case
2024,0.272379,trans,5-4,MISC,Midcontinent / Central,electricity,AEO2025 Reference case
2024,0.184818,trans,5-3,MISW,Midcontinent / West,electricity,AEO2025 Reference case
2024,0.203809,trans,5-2,FRCC,Florida Reliability Coordinating Council,electricity,AEO2025 Reference case
2024,27.066042,com,5-24,RMRG,Western Electricity Coordinating Council / Rockies,electricity,AEO2025 Reference case
2024,54.049759,com,5-23,NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,electricity,AEO2025 Reference case
2024,68.214272,com,5-22,CASO,Western Electricity Coordinating Council / California South,electricity,AEO2025 Reference case
2024,43.573055,com,5-21,CANO,Western Electricity Coordinating Council / California North,electricity,AEO2025 Reference case
2024,45.161587,com,5-20,SRSG,Western Electricity Coordinating Council / Southwest,electricity,AEO2025 Reference case
2024,0.078627,trans,5-1,TRE,Texas Reliability Entity,electricity,AEO2025 Reference case
2024,48.622288,ind,5-17,SPPS,Southwest Power Pool / South,electricity,AEO2025 Reference case
2024,50.416191,ind,5-16,SRCE,SERC Reliability Corporation / Central,electricity,AEO2025 Reference case
2024,37.127300,ind,5-25,BASN,Western Electricity Coordinating Council / Basin,electricity,AEO2025 Reference case
2024,21.929512,ind,5-24,RMRG,Western Electricity Coordinating Council / Rockies,electricity,AEO2025 Reference case
2024,59.356651,ind,5-15,SRSE,SERC Reliability Corporation / Southeastern,electricity,AEO2025 Reference case
2024,48.921360,ind,5-14,SRCA,SERC Reliability Corporation / East,electricity,AEO2025 Reference case
2024,16.041525,res,5-19,SPPN,Southwest Power Pool / North,electricity,AEO2025 Reference case
2024,24.752556,res,5-18,SPPC,Southwest Power Pool / Central,electricity,AEO2025 Reference case
2024,46.385937,ind,5-23,NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,electricity,AEO2025 Reference case
2024,103.024139,com,5-10,PJME,PJM / East,electricity,AEO2025 Reference case
2024,13.055655,ind,5-13,PJMD,PJM / Dominion,electricity,AEO2025 Reference case
2024,77.633537,ind,5-3,MISW,Midcontinent / West,electricity,AEO2025 Reference case
2024,0.062347,trans,5-25,BASN,Western Electricity Coordinating Council / Basin,electricity,AEO2025 Reference case
2024,0.131157,trans,5-15,SRSE,SERC Reliability Corporation / Southeastern,electricity,AEO2025 Reference case
2024,14.288930,ind,5-2,FRCC,Florida Reliability Coordinating Council,electricity,AEO2025 Reference case
2024,121.027451,ind,5-1,TRE,Texas Reliability Entity,electricity,AEO2025 Reference case
2024,29.389696,com,5-9,NYUP,Northeast Power Coordinating Council / Upstate New York,electricity,AEO2025 Reference case
2024,40.520256,com,5-8,NYCW,Northeast Power Coordinating Council / New York City and Long Island,electricity,AEO2025 Reference case
2024,34.674801,res,5-25,BASN,Western Electricity Coordinating Council / Basin,electricity,AEO2025 Reference case
2024,25.318171,res,5-24,RMRG,Western Electricity Coordinating Council / Rockies,electricity,AEO2025 Reference case
2024,67.044426,res,5-23,NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,electricity,AEO2025 Reference case
2024,47.640274,com,5-7,ISNE,Northeast Power Coordinating Council / New England,electricity,AEO2025 Reference case
2024,43.795990,com,5-6,MISS,Midcontinent / South,electricity,AEO2025 Reference case
2024,0.041575,trans,5-24,RMRG,Western Electricity Coordinating Council / Rockies,electricity,AEO2025 Reference case
2024,0.300442,trans,5-23,NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,electricity,AEO2025 Reference case
2024,0.184330,trans,5-14,SRCA,SERC Reliability Corporation / East,electricity,AEO2025 Reference case
2024,0.092817,trans,5-13,PJMD,PJM / Dominion,electricity,AEO2025 Reference case
2024,0.183212,trans,5-12,PJMC,PJM / Commonwealth Edison,electricity,AEO2025 Reference case
2024,33.190269,com,5-25,BASN,Western Electricity Coordinating Council / Basin,electricity,AEO2025 Reference case
2024,28.673922,res,5-12,PJMC,PJM / Commonwealth Edison,electricity,AEO2025 Reference case
2024,0.265249,trans,5-22,CASO,Western Electricity Coordinating Council / California South,electricity,AEO2025 Reference case
2024,0.227714,trans,5-21,CANO,Western Electricity Coordinating Council / California North,electricity,AEO2025 Reference case
2024,0.775100,trans,5-11,PJMW,PJM / West,electricity,AEO2025 Reference case
2024,110.184669,res,5-11,PJMW,PJM / West,electricity,AEO2025 Reference case
2024,104.640327,res,5-10,PJME,PJM / East,electricity,AEO2025 Reference case
2024,64.992485,res,5-3,MISW,Midcontinent / West,electricity,AEO2025 Reference case
2024,128.469910,res,5-2,FRCC,Florida Reliability Coordinating Council,electricity,AEO2025 Reference case
2024,27.505323,res,5-9,NYUP,Northeast Power Coordinating Council / Upstate New York,electricity,AEO2025 Reference case
2024,143.821945,res,5-1,TRE,Texas Reliability Entity,electricity,AEO2025 Reference case
2024,16.050156,ind,5-22,CASO,Western Electricity Coordinating Council / California South,electricity,AEO2025 Reference case
2024,28.326117,ind,5-12,PJMC,PJM / Commonwealth Edison,electricity,AEO2025 Reference case
2024,102.499741,ind,5-11,PJMW,PJM / West,electricity,AEO2025 Reference case
2024,31.209646,ind,5-21,CANO,Western Electricity Coordinating Council / California North,electricity,AEO2025 Reference case
2024,21.238585,ind,5-20,SRSG,Western Electricity Coordinating Council / Southwest,electricity,AEO2025 Reference case
2024,24.467958,ind,5-19,SPPN,Southwest Power Pool / North,electricity,AEO2025 Reference case
2024,46.822365,ind,5-10,PJME,PJM / East,electricity,AEO2025 Reference case
