year,load_growth_res,load_growth_com,load_growth_ind,census_division_abbr
2027,0.117671033,0.092688827,0.061033094,MTN
2027,0.165681454,0.151600296,0.10493368,PAC
2028,0.181140627,0.155679473,0.157692039,NE
2028,0.215835748,0.141494133,0.099723538,MA
2028,0.143826283,0.108617089,0.076318271,ENC
2028,0.112503448,0.087049321,0.066012477,WNC
2028,0.13595281,0.108092425,0.074706307,SA
2028,0.105464698,0.100609218,0.061266783,ESC
2028,0.109805112,0.099466522,0.066692139,WSC
2028,0.117746666,0.092171039,0.060859912,MTN
2028,0.167046438,0.151823246,0.10519949,PAC
2029,0.184487342,0.158068715,0.160923335,NE
2029,0.216287916,0.14251722,0.10048938,MA
2029,0.144565719,0.10903649,0.076816593,ENC
2029,0.11210392,0.086763322,0.065850496,WNC
2029,0.136071793,0.108108536,0.075120101,SA
2029,0.105733264,0.10089548,0.061744795,ESC
2029,0.110593011,0.10043538,0.067588141,WSC
2029,0.117967395,0.091762437,0.060660661,MTN
2029,0.167366883,0.150847249,0.104544094,PAC
2030,0.187287151,0.160237033,0.162770449,NE
2030,0.217714973,0.144182096,0.101664072,MA
2030,0.144963436,0.109309422,0.077079808,ENC
2030,0.111853211,0.086562903,0.065764794,WNC
2030,0.136313914,0.10840089,0.075334301,SA
2030,0.105612793,0.100738255,0.061926316,ESC
2030,0.110748177,0.100747937,0.067964578,WSC
2030,0.118193954,0.091400138,0.060534236,MTN
2030,0.167963175,0.150710328,0.104749937,PAC
2031,0.187967546,0.160025084,0.1628298,NE
2031,0.217541192,0.143724524,0.101621206,MA
2031,0.144194229,0.109058612,0.076989159,ENC
2031,0.111641467,0.086812434,0.066197973,WNC
2031,0.136148143,0.108297684,0.075317137,SA
2031,0.10511506,0.100175648,0.061796334,ESC
2031,0.110800608,0.10062126,0.068160043,WSC
2031,0.119050334,0.091601836,0.060965282,MTN
2031,0.169768732,0.150893199,0.104991482,PAC
2032,0.188297233,0.158888341,0.162681647,NE
2032,0.217910269,0.14457522,0.101496958,MA
2032,0.144190147,0.108714238,0.076504107,ENC
2032,0.111975509,0.086975631,0.06651682,WNC
2032,0.136086904,0.108123788,0.07514927,SA
2032,0.104895216,0.099781485,0.061651352,ESC
2032,0.109182735,0.09898771,0.067612373,WSC
2032,0.120407732,0.092144835,0.061561803,MTN
2032,0.171230107,0.150847044,0.10511543,PAC
2033,0.189269854,0.158905647,0.162475834,NE
2033,0.217408726,0.144559351,0.100784968,MA
2033,0.143586602,0.108022595,0.075929489,ENC
2033,0.112124241,0.087063399,0.066840301,WNC
2033,0.135801228,0.107732859,0.07504291,SA
2033,0.104534748,0.099310959,0.061486681,ESC
2033,0.108280802,0.09816974,0.067070208,WSC
2033,0.12134968,0.09227128,0.061764937,MTN
2033,0.172269618,0.150354629,0.104924314,PAC
2034,0.190468711,0.159095218,0.162781505,NE
2034,0.21757863,0.144940137,0.100360996,MA
2034,0.14343249,0.10750308,0.075425203,ENC
2034,0.112037492,0.0868026,0.066773469,WNC
2034,0.135858061,0.10754112,0.075113272,SA
2034,0.104333481,0.099056773,0.06151516,ESC
2034,0.107405047,0.097389914,0.066582572,WSC
2034,0.12205144,0.092110318,0.061776101,MTN
2034,0.173341965,0.150071954,0.104849785,PAC
2035,0.194817162,0.162324535,0.165407637,NE
2035,0.219024201,0.146598309,0.101198382,MA
2035,0.144096825,0.107705437,0.075651994,ENC
2035,0.111914052,0.086478958,0.066831628,WNC
2035,0.136399121,0.107871565,0.075580867,SA
2035,0.104107993,0.098779362,0.061626669,ESC
2035,0.107232767,0.097292739,0.066831437,WSC
2035,0.122701508,0.092061956,0.061887973,MTN
2035,0.174532411,0.149848159,0.10473172,PAC
2036,0.19615299,0.162371281,0.166085835,NE
2036,0.219405091,0.147027279,0.101844819,MA
2036,0.144146483,0.108030877,0.076189901,ENC
2036,0.111584082,0.086482542,0.066973185,WNC
2036,0.136446403,0.107986315,0.075788818,SA
2036,0.103739384,0.098438747,0.061614564,ESC
2036,0.107551513,0.097747956,0.06728145,WSC
2036,0.123424716,0.09211157,0.062084972,MTN
2036,0.175451652,0.14935958,0.104521245,PAC
2037,0.19713904,0.16201712,0.166453064,NE
2037,0.219537711,0.147041373,0.1017089,MA
2037,0.143998034,0.107649072,0.075908734,ENC
2037,0.111401147,0.086298389,0.066939695,WNC
2037,0.136535077,0.107873621,0.075859513,SA
2037,0.103790647,0.098450816,0.061833193,ESC
2037,0.107387432,0.097611939,0.067196448,WSC
2037,0.124324774,0.092112294,0.062183393,MTN
2037,0.176502494,0.148865216,0.104310505,PAC
2038,0.197945029,0.16147709,0.166304679,NE
2038,0.21995927,0.147181223,0.101800314,MA
2038,0.144077578,0.107534776,0.075826767,ENC
2038,0.111333911,0.08623401,0.066970341,WNC
2038,0.136701847,0.107893212,0.075923306,SA
2038,0.103859078,0.098475125,0.062031629,ESC
2038,0.107382007,0.097640236,0.067226451,WSC
2038,0.125126246,0.09202255,0.062213009,MTN
2038,0.177653941,0.148468383,0.104130498,PAC
2039,0.194652495,0.157150659,0.164628825,NE
2039,0.220458066,0.147453717,0.101976982,MA
2039,0.144110458,0.107442141,0.075816775,ENC
2039,0.11124827,0.086124255,0.066956354,WNC
2039,0.13681865,0.107859961,0.076047281,SA
2039,0.103968369,0.098503105,0.062149556,ESC
2039,0.107705925,0.09802018,0.067611488,WSC
2039,0.126043084,0.091958248,0.062233845,MTN
2039,0.178827492,0.148033292,0.103903304,PAC
2040,0.198930708,0.160043584,0.16590045,NE
2040,0.219962608,0.146313121,0.101133791,MA
2040,0.143685484,0.1070841,0.075557164,ENC
2040,0.111065399,0.085982551,0.066864136,WNC
2040,0.136800756,0.107658425,0.076052871,SA
2040,0.104069512,0.098460862,0.062197296,ESC
2040,0.107642593,0.097820421,0.067243053,WSC
2040,0.127035182,0.091922742,0.062308579,MTN
2040,0.180268738,0.147631375,0.103681581,PAC
2041,0.200088007,0.159419436,0.165905549,NE
2041,0.219915286,0.145808818,0.100419485,MA
2041,0.1434765,0.106380587,0.074879852,ENC
2041,0.110933061,0.085694272,0.066725232,WNC
2041,0.136689536,0.10722189,0.075882449,SA
2041,0.104197142,0.098399509,0.062287222,ESC
2041,0.10764047,0.097789193,0.067140662,WSC
2041,0.128177037,0.091889697,0.062373597,MTN
2041,0.181926951,0.147363246,0.103574431,PAC
2042,0.201868223,0.159271859,0.166208339,NE
2042,0.221042568,0.146358605,0.100796676,MA
2042,0.143783326,0.106382902,0.074923179,ENC
2042,0.110932946,0.08553287,0.066683634,WNC
2042,0.136896158,0.107235779,0.076047241,SA
2042,0.104341181,0.098397375,0.062492628,ESC
2042,0.107739075,0.097819967,0.067216984,WSC
2042,0.129340047,0.091832695,0.062364773,MTN
2042,0.183819066,0.14722246,0.103486931,PAC
2043,0.204455689,0.15984359,0.166972875,NE
2043,0.221969395,0.147007328,0.101196204,MA
2043,0.144226131,0.106513897,0.075134031,ENC
2043,0.110944897,0.085348505,0.06668009,WNC
2043,0.137212942,0.107328583,0.07626483,SA
2043,0.104378888,0.098337112,0.062611312,ESC
2043,0.108456686,0.098480698,0.067818344,WSC
2043,0.130673503,0.091928366,0.062451071,MTN
2043,0.185718255,0.147005221,0.103306702,PAC
2044,0.206718728,0.159987034,0.167431757,NE
2044,0.223027941,0.147635535,0.101816529,MA
2044,0.144672856,0.106667515,0.075379655,ENC
2044,0.110964633,0.085352355,0.066789469,WNC
2044,0.13772554,0.107600528,0.076647601,SA
2044,0.104101669,0.097884652,0.062517798,ESC
2044,0.109392139,0.099311517,0.068572064,WSC
2044,0.131990549,0.091910812,0.062526444,MTN
2044,0.18755777,0.146635643,0.103147282,PAC
2045,0.208057831,0.159198142,0.167413283,NE
2045,0.223614654,0.147812755,0.101980435,MA
2045,0.14541201,0.106965133,0.075671116,ENC
2045,0.111392855,0.085577079,0.067039014,WNC
2045,0.138176038,0.107784213,0.076829038,SA
2045,0.10401876,0.097626068,0.062531805,ESC
2045,0.110200649,0.099955572,0.069287995,WSC
2045,0.133625537,0.092085225,0.062716534,MTN
2045,0.189918459,0.146594035,0.103199848,PAC
2046,0.209606443,0.158500212,0.167354932,NE
2046,0.22453994,0.147976341,0.102359238,MA
2046,0.145742326,0.107081461,0.075904214,ENC
2046,0.11167422,0.08578051,0.067317367,WNC
2046,0.138378934,0.107738396,0.076938639,SA
2046,0.104262742,0.097725198,0.062735556,ESC
2046,0.110985277,0.100531576,0.06991391,WSC
2046,0.135414627,0.092438986,0.063064301,MTN
2046,0.192396183,0.146519432,0.103217662,PAC
2047,0.212132143,0.158632318,0.168221046,NE
2047,0.225295423,0.148147692,0.102628259,MA
2047,0.146275656,0.107288345,0.076131826,ENC
2047,0.111980568,0.085984418,0.06746701,WNC
2047,0.138633799,0.107726966,0.076974296,SA
2047,0.104195025,0.097543946,0.062653492,ESC
2047,0.11192426,0.101192048,0.070596069,WSC
2047,0.137492163,0.092834152,0.063427232,MTN
2047,0.195144883,0.146506361,0.103296256,PAC
2048,0.213007962,0.156944321,0.167535569,NE
2048,0.226144422,0.148009502,0.102879022,MA
2048,0.146833753,0.107302244,0.076229482,ENC
2048,0.112449771,0.08610218,0.067613951,WNC
2048,0.138937505,0.10764925,0.077019546,SA
2048,0.104358005,0.097542395,0.062786849,ESC
2048,0.113134067,0.102055617,0.071369173,WSC
2048,0.13996841,0.093519976,0.064002641,MTN
2048,0.198578973,0.146816821,0.103585601,PAC
2049,0.214006067,0.15554268,0.166590716,NE
2049,0.226664684,0.147179927,0.102666824,MA
2049,0.1474711,0.10759757,0.076493105,ENC
2049,0.112576408,0.086145161,0.067678188,WNC
2049,0.139155293,0.107583987,0.077146802,SA
2049,0.104544498,0.097569002,0.062909034,ESC
2049,0.114181652,0.102755074,0.072067476,WSC
2049,0.142410958,0.093885374,0.064283841,MTN
2049,0.202141383,0.147150038,0.103917119,PAC
2050,0.218869139,0.157465107,0.168913173,NE
2050,0.228923772,0.147878974,0.103481893,MA
2050,0.148501288,0.108172406,0.076737648,ENC
2050,0.112669653,0.085993472,0.067628551,WNC
2050,0.1396702,0.107726724,0.077396229,SA
2050,0.104875763,0.09768497,0.063116624,ESC
2050,0.114507909,0.102622322,0.072083597,WSC
2050,0.144443037,0.094143673,0.064612156,MTN
2050,0.205426637,0.14728628,0.104165388,PAC
