year,billions_kwh,sector_abbr,nerc_region_ID,nerc_region_abbr,nerc_region_desc,fuel_type,scenario
2024,29.014013,res,5-12,PJMC,PJM / Commonwealth Edison,electricity,AEO2023 Reference case
2024,14.668470,com,5-19,SPPN,Southwest Power Pool / North,electricity,AEO2023 Reference case
2024,41.579182,com,5-20,SRSG,Western Electricity Coordinating Council / Southwest,electricity,AEO2023 Reference case
2024,64.006561,com,5-22,CASO,Western Electricity Coordinating Council / California South,electricity,AEO2023 Reference case
2024,50.130318,com,5-23,NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,electricity,AEO2023 Reference case
2024,60.715179,com,5-16,SRCE,SERC Reliability Corporation / Central,electricity,AEO2023 Reference case
2024,70.013290,com,5-15,SRSE,SERC Reliability Corporation / Southeastern,electricity,AEO2023 Reference case
2024,41.637753,com,5-21,CANO,Western Electricity Coordinating Council / California North,electricity,AEO2023 Reference case
2024,27.242958,com,5-18,SPPC,Southwest Power Pool / Central,electricity,AEO2023 Reference case
2024,39.783318,com,5-17,SPPS,Southwest Power Pool / South,electricity,AEO2023 Reference case
2024,50.984417,com,5-4,MISC,Midcontinent / Central,electricity,AEO2023 Reference case
2024,2.703219,trans,5-22,CASO,Western Electricity Coordinating Council / California South,electricity,AEO2023 Reference case
2024,62.390884,com,5-3,MISW,Midcontinent / West,electricity,AEO2023 Reference case
2024,0.658598,trans,5-20,SRSG,Western Electricity Coordinating Council / Southwest,electricity,AEO2023 Reference case
2024,2.293592,trans,5-21,CANO,Western Electricity Coordinating Council / California North,electricity,AEO2023 Reference case
2024,24.027170,res,5-24,RMRG,Western Electricity Coordinating Council / Rockies,electricity,AEO2023 Reference case
2024,42.729900,com,5-6,MISS,Midcontinent / South,electricity,AEO2023 Reference case
2024,2.969240,trans,5-23,NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,electricity,AEO2023 Reference case
2024,129.029022,com,5-1,TRE,Texas Reliability Entity,electricity,AEO2023 Reference case
2024,0.761422,trans,5-15,SRSE,SERC Reliability Corporation / Southeastern,electricity,AEO2023 Reference case
2024,34.000130,com,5-5,MISE,Midcontinent / East,electricity,AEO2023 Reference case
2024,0.103716,trans,5-19,SPPN,Southwest Power Pool / North,electricity,AEO2023 Reference case
2024,0.201795,trans,5-16,SRCE,SERC Reliability Corporation / Central,electricity,AEO2023 Reference case
2024,0.970194,trans,5-14,SRCA,SERC Reliability Corporation / East,electricity,AEO2023 Reference case
2024,0.133232,trans,5-18,SPPC,Southwest Power Pool / Central,electricity,AEO2023 Reference case
2024,32.532711,res,5-25,BASN,Western Electricity Coordinating Council / Basin,electricity,AEO2023 Reference case
2024,0.471333,trans,5-13,PJMD,PJM / Dominion,electricity,AEO2023 Reference case
2024,0.255918,trans,5-17,SPPS,Southwest Power Pool / South,electricity,AEO2023 Reference case
2024,92.961609,com,5-2,FRCC,Florida Reliability Coordinating Council,electricity,AEO2023 Reference case
2024,17.252844,ind,5-9,NYUP,Northeast Power Coordinating Council / Upstate New York,electricity,AEO2023 Reference case
2024,0.280070,ind,5-8,NYCW,Northeast Power Coordinating Council / New York City and Long Island,electricity,AEO2023 Reference case
2024,15.763356,ind,5-7,ISNE,Northeast Power Coordinating Council / New England,electricity,AEO2023 Reference case
2024,28.095654,ind,5-12,PJMC,PJM / Commonwealth Edison,electricity,AEO2023 Reference case
2024,49.395676,ind,5-14,SRCA,SERC Reliability Corporation / East,electricity,AEO2023 Reference case
2024,101.842232,ind,5-11,PJMW,PJM / West,electricity,AEO2023 Reference case
2024,12.308199,ind,5-13,PJMD,PJM / Dominion,electricity,AEO2023 Reference case
2024,47.322182,ind,5-10,PJME,PJM / East,electricity,AEO2023 Reference case
2024,113.478882,ind,5-1,TRE,Texas Reliability Entity,electricity,AEO2023 Reference case
2024,64.099846,ind,5-4,MISC,Midcontinent / Central,electricity,AEO2023 Reference case
2024,14.293427,ind,5-2,FRCC,Florida Reliability Coordinating Council,electricity,AEO2023 Reference case
2024,68.735863,ind,5-6,MISS,Midcontinent / South,electricity,AEO2023 Reference case
2024,73.796593,ind,5-3,MISW,Midcontinent / West,electricity,AEO2023 Reference case
2024,30.240852,com,5-25,BASN,Western Electricity Coordinating Council / Basin,electricity,AEO2023 Reference case
2024,25.009302,ind,5-5,MISE,Midcontinent / East,electricity,AEO2023 Reference case
2024,25.158617,com,5-24,RMRG,Western Electricity Coordinating Council / Rockies,electricity,AEO2023 Reference case
2024,124.998116,res,5-2,FRCC,Florida Reliability Coordinating Council,electricity,AEO2023 Reference case
2024,21.156950,ind,5-20,SRSG,Western Electricity Coordinating Council / Southwest,electricity,AEO2023 Reference case
2024,73.220490,res,5-4,MISC,Midcontinent / Central,electricity,AEO2023 Reference case
2024,22.365528,ind,5-24,RMRG,Western Electricity Coordinating Council / Rockies,electricity,AEO2023 Reference case
2024,24.476858,res,5-8,NYCW,Northeast Power Coordinating Council / New York City and Long Island,electricity,AEO2023 Reference case
2024,65.591339,res,5-3,MISW,Midcontinent / West,electricity,AEO2023 Reference case
2024,16.974020,ind,5-22,CASO,Western Electricity Coordinating Council / California South,electricity,AEO2023 Reference case
2024,63.220470,res,5-6,MISS,Midcontinent / South,electricity,AEO2023 Reference case
2024,104.293411,res,5-10,PJME,PJM / East,electricity,AEO2023 Reference case
2024,48.274078,res,5-7,ISNE,Northeast Power Coordinating Council / New England,electricity,AEO2023 Reference case
2024,32.442123,res,5-5,MISE,Midcontinent / East,electricity,AEO2023 Reference case
2024,37.876354,ind,5-25,BASN,Western Electricity Coordinating Council / Basin,electricity,AEO2023 Reference case
2024,27.613991,res,5-9,NYUP,Northeast Power Coordinating Council / Upstate New York,electricity,AEO2023 Reference case
2024,31.045137,ind,5-21,CANO,Western Electricity Coordinating Council / California North,electricity,AEO2023 Reference case
2024,46.397587,ind,5-23,NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,electricity,AEO2023 Reference case
2024,0.660092,trans,5-1,TRE,Texas Reliability Entity,electricity,AEO2023 Reference case
2024,16.884403,ind,5-18,SPPC,Southwest Power Pool / Central,electricity,AEO2023 Reference case
2024,146.002396,res,5-1,TRE,Texas Reliability Entity,electricity,AEO2023 Reference case
2024,46.764175,ind,5-17,SPPS,Southwest Power Pool / South,electricity,AEO2023 Reference case
2024,21.514614,ind,5-19,SPPN,Southwest Power Pool / North,electricity,AEO2023 Reference case
2024,51.065941,ind,5-16,SRCE,SERC Reliability Corporation / Central,electricity,AEO2023 Reference case
2024,60.860062,ind,5-15,SRSE,SERC Reliability Corporation / Southeastern,electricity,AEO2023 Reference case
2024,49.336941,com,5-13,PJMD,PJM / Dominion,electricity,AEO2023 Reference case
2024,1.059806,trans,5-2,FRCC,Florida Reliability Coordinating Council,electricity,AEO2023 Reference case
2024,0.540953,trans,5-25,BASN,Western Electricity Coordinating Council / Basin,electricity,AEO2023 Reference case
2024,16.229046,res,5-19,SPPN,Southwest Power Pool / North,electricity,AEO2023 Reference case
2024,75.042183,res,5-16,SRCE,SERC Reliability Corporation / Central,electricity,AEO2023 Reference case
2024,112.090309,res,5-11,PJMW,PJM / West,electricity,AEO2023 Reference case
2024,0.361416,trans,5-24,RMRG,Western Electricity Coordinating Council / Rockies,electricity,AEO2023 Reference case
2024,47.634739,res,5-20,SRSG,Western Electricity Coordinating Council / Southwest,electricity,AEO2023 Reference case
2024,0.637272,trans,5-4,MISC,Midcontinent / Central,electricity,AEO2023 Reference case
2024,90.915901,res,5-14,SRCA,SERC Reliability Corporation / East,electricity,AEO2023 Reference case
2024,101.179214,com,5-10,PJME,PJM / East,electricity,AEO2023 Reference case
2024,40.113922,com,5-8,NYCW,Northeast Power Coordinating Council / New York City and Long Island,electricity,AEO2023 Reference case
2024,63.019962,res,5-23,NWPP,Western Electricity Coordinating Council / Northwest Power Pool Area,electricity,AEO2023 Reference case
2024,1.092027,trans,5-8,NYCW,Northeast Power Coordinating Council / New York City and Long Island,electricity,AEO2023 Reference case
2024,25.260904,res,5-18,SPPC,Southwest Power Pool / Central,electricity,AEO2023 Reference case
2024,94.691757,res,5-15,SRSE,SERC Reliability Corporation / Southeastern,electricity,AEO2023 Reference case
2024,40.966446,res,5-13,PJMD,PJM / Dominion,electricity,AEO2023 Reference case
2024,28.992661,com,5-9,NYUP,Northeast Power Coordinating Council / Upstate New York,electricity,AEO2023 Reference case
2024,48.537296,res,5-22,CASO,Western Electricity Coordinating Council / California South,electricity,AEO2023 Reference case
2024,3.307443,trans,5-10,PJME,PJM / East,electricity,AEO2023 Reference case
2024,44.951214,res,5-17,SPPS,Southwest Power Pool / South,electricity,AEO2023 Reference case
2024,0.279071,trans,5-6,MISS,Midcontinent / South,electricity,AEO2023 Reference case
2024,0.550983,trans,5-3,MISW,Midcontinent / West,electricity,AEO2023 Reference case
2024,46.978146,com,5-7,ISNE,Northeast Power Coordinating Council / New England,electricity,AEO2023 Reference case
2024,1.235264,trans,5-7,ISNE,Northeast Power Coordinating Council / New England,electricity,AEO2023 Reference case
2024,0.383360,trans,5-5,MISE,Midcontinent / East,electricity,AEO2023 Reference case
2024,0.372361,trans,5-12,PJMC,PJM / Commonwealth Edison,electricity,AEO2023 Reference case
2024,37.473492,res,5-21,CANO,Western Electricity Coordinating Council / California North,electricity,AEO2023 Reference case
