year,tech,system_capex_per_kw_res,system_capex_per_kw_nonres,batt_capex_per_kwh_res,batt_capex_per_kw_res,batt_capex_per_kwh_nonres,batt_capex_per_kw_nonres,linear_constant_res,linear_constant_nonres,batt_om_per_kw_res,batt_om_per_kwh_res,batt_om_per_kw_nonres,batt_om_per_kwh_nonres,batt_replace_frac_kw,batt_replace_frac_kwh
2038,"pv,batt",1069.340086,831.8261835,268.1296715,290.1567599,118.648919,429.9692574,3516.886859,96917.69652,41.59645776,0,26.65236069,0,0,1
2039,"pv,batt",1052.934042,822.2363949,262.1945911,283.7341074,116.0226118,420.4518396,3439.040173,94772.41241,40.67571549,0,26.06240769,0,0,1
2040,"pv,batt",1036.527998,812.6466063,256.2595107,277.3114549,113.3963047,410.9344217,3361.193487,92627.1283,39.75497322,0,25.47245469,0,0,1
2041,"pv,batt",1020.121953,803.0568177,250.3244303,270.8888024,110.7699975,401.4170039,3283.346801,90481.8442,38.83423096,0,24.88250169,0,0,1
2042,"pv,batt",1003.715909,793.4670292,244.3893498,264.4661499,108.1436903,391.899586,3205.500115,88336.56009,37.91348869,0,24.29254869,0,0,1
2043,"pv,batt",987.3098649,783.8772406,238.4542694,258.0434974,105.5173832,382.3821682,3127.653429,86191.27598,36.99274642,0,23.70259569,0,0,1
2044,"pv,batt",970.9038206,774.287452,232.519189,251.6208449,102.891076,372.8647503,3049.806743,84045.99187,36.07200415,0,23.11264269,0,0,1
2045,"pv,batt",954.4977763,764.6976634,226.5841086,245.1981924,100.2647689,363.3473325,2971.960057,81900.70777,35.15126188,0,22.52268969,0,0,1
2046,"pv,batt",938.091732,755.1078749,220.6490282,238.7755399,97.6384617,353.8299146,2894.113371,79755.42366,34.23051961,0,21.93273669,0,0,1
2047,"pv,batt",921.6856877,745.5180863,214.7139477,232.3528874,95.01215454,344.3124968,2816.266685,77610.13955,33.30977735,0,21.34278369,0,0,1
2048,"pv,batt",905.2796434,735.9282977,208.7788673,225.930235,92.38584738,334.795079,2738.419999,75464.85545,32.38903508,0,20.75283069,0,0,1
2049,"pv,batt",888.873599,726.3385092,202.8437869,219.5075825,89.75954022,325.2776611,2660.573313,73319.57134,31.46829281,0,20.16287769,0,0,1
2050,"pv,batt",872.4675547,716.7487206,196.9087065,213.08493,87.13323306,315.7602433,2582.726627,71174.28723,30.54755054,0,19.57292469,0,0,1
