"year","sector_abbr","nerc_region_ID","nerc_region_abbr","nerc_region_desc","fuel_type","scenario","escalation_factor","sector"
2022,"res","5-1","TRE","Texas Reliability Entity","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-2","FRCC","Florida Reliability Coordinating Council","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-3","MISW","Midcontinent / West","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-4","MISC","Midcontinent / Central","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-5","MISE","Midcontinent / East","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-6","MISS","Midcontinent / South","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-7","ISNE","Northeast Power Coordinating Council / New England","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-8","NYCW","Northeast Power Coordinating Council / New York City and Long Island","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-9","NYUP","Northeast Power Coordinating Council / Upstate New York","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-10","PJME","PJM / East","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-11","PJMW","PJM / West","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-12","PJMC","PJM / Commonwealth Edison","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-13","PJMD","PJM / Dominion","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-14","SRCA","SERC Reliability Corporation / East","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-15","SRSE","SERC Reliability Corporation / Southeastern","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-16","SRCE","SERC Reliability Corporation / Central","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-17","SPPS","Southwest Power Pool / South","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-18","SPPC","Southwest Power Pool / Central","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-19","SPPN","Southwest Power Pool / North","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-20","SRSG","Western Electricity Coordinating Council / Southwest","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-21","CANO","Western Electricity Coordinating Council / California North","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-22","CASO","Western Electricity Coordinating Council / California South","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-23","NWPP","Western Electricity Coordinating Council / Northwest Power Pool Area","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-24","RMRG","Western Electricity Coordinating Council / Rockies","electricity","AEO2022 Reference case","1","Residential"
2022,"res","5-25","BASN","Western Electricity Coordinating Council / Basin","electricity","AEO2022 Reference case","1","Residential"
2023,"res","5-1","TRE","Texas Reliability Entity","electricity","AEO2022 Reference case","1.021677576","Residential"
2023,"res","5-2","FRCC","Florida Reliability Coordinating Council","electricity","AEO2022 Reference case","1.017190721","Residential"
2023,"res","5-3","MISW","Midcontinent / West","electricity","AEO2022 Reference case","1.042341641","Residential"
2023,"res","5-4","MISC","Midcontinent / Central","electricity","AEO2022 Reference case","0.996364021","Residential"
2023,"res","5-5","MISE","Midcontinent / East","electricity","AEO2022 Reference case","1.000099874","Residential"
2023,"res","5-6","MISS","Midcontinent / South","electricity","AEO2022 Reference case","1.019678083","Residential"
2023,"res","5-7","ISNE","Northeast Power Coordinating Council / New England","electricity","AEO2022 Reference case","1.001533508","Residential"
2023,"res","5-8","NYCW","Northeast Power Coordinating Council / New York City and Long Island","electricity","AEO2022 Reference case","1.051426572","Residential"
2023,"res","5-9","NYUP","Northeast Power Coordinating Council / Upstate New York","electricity","AEO2022 Reference case","1.072415459","Residential"
