"incentive_type","state_abbr","sector_abbr","dlrs_per_kw","fixed_dlrs","fixed_kw","min_size_kw","max_size_kw","cap_dlrs","cap_pct_cost","exp_date","dsire_program_name","dsire_last_updated","dsire_link","dlrs_per_kwh","duration_years","cap_dlrs_yr","val_pct_cost","fixed_kwh","min_aep_kwh","max_aep_kwh"
"capacity_based_rebate","NH","res",500,0,0,0,10,2500,0.3,NA,"Residential Small Renewable Energy Rebate Program",2015-06-02,"http://programs.dsireusa.org/system/program/detail/3192",NA,NA,NA,NA,NA,0,"Inf"
"capacity_based_rebate","MD","com",3000,0,0,0,750,1e+05,0.5,NA,"Windswept Grant Program",2015-06-24,"http://programs.dsireusa.org/system/program/detail/2792",NA,NA,NA,NA,NA,0,"Inf"
"capacity_based_rebate","MD","res",3000,0,0,0,750,1e+05,0.5,NA,"Windswept Grant Program",2015-06-25,"http://programs.dsireusa.org/system/program/detail/2793",NA,NA,NA,NA,NA,0,"Inf"
"capacity_based_rebate","IL","com",1750,0,0,0,100,20000,0.3,2014-10-10,"Solar and Wind Energy Rebate Program",2015-03-26,"http://programs.dsireusa.org/system/program/detail/585",NA,NA,NA,NA,NA,0,"Inf"
"capacity_based_rebate","IL","res",1750,0,0,0,100,10000,0.3,2014-10-10,"Solar and Wind Energy Rebate Program",2015-03-26,"http://programs.dsireusa.org/system/program/detail/585",NA,NA,NA,NA,NA,0,"Inf"
"capacity_based_rebate","CA","com",1070,0,0,0,1000,5e+06,0.3,2021-01-01,"Self-Generation Incentive Program",2015-02-18,"http://programs.dsireusa.org/system/program/detail/552",NA,NA,NA,NA,NA,0,"Inf"
"capacity_based_rebate","CA","com",535,1070000,1000,1000,2000,5e+06,0.3,2021-01-01,"Self-Generation Incentive Program",2015-02-18,"http://programs.dsireusa.org/system/program/detail/553",NA,NA,NA,NA,NA,0,"Inf"
"capacity_based_rebate","CA","com",267.5,1605000,2000,2000,3000,5e+06,0.3,2021-01-01,"Self-Generation Incentive Program",2015-02-18,"http://programs.dsireusa.org/system/program/detail/554",NA,NA,NA,NA,NA,0,"Inf"
"capacity_based_rebate","CA","res",1070,0,0,0,1000,5e+06,0.3,2021-01-01,"Self-Generation Incentive Program",2015-02-18,"http://programs.dsireusa.org/system/program/detail/552",NA,NA,NA,NA,NA,0,"Inf"
"capacity_based_rebate","CA","res",535,1070000,1000,1000,2000,5e+06,0.3,2021-01-01,"Self-Generation Incentive Program",2015-02-18,"http://programs.dsireusa.org/system/program/detail/553",NA,NA,NA,NA,NA,0,"Inf"
"capacity_based_rebate","CA","res",267.5,1605000,2000,2000,3000,5e+06,0.3,2021-01-01,"Self-Generation Incentive Program",2015-02-18,"http://programs.dsireusa.org/system/program/detail/554",NA,NA,NA,NA,NA,0,"Inf"
"FIT","WA","com",NA,NA,NA,0,Inf,5000,Inf,2020-06-30,"Renewable Energy Cost Recovery Incentive Payment",2015-03-10,"http://programs.dsireusa.org/system/program/detail/5698",0.12,5,5000,NA,NA,0,"Inf"
"FIT","WA","res",NA,NA,NA,0,Inf,5000,Inf,2020-06-30,"Renewable Energy Cost Recovery Incentive Payment",2015-03-10,"http://programs.dsireusa.org/system/program/detail/5698",0.12,5,5000,NA,NA,0,"Inf"
"ITC","VT","com",NA,NA,NA,0,100,Inf,NA,2016-12-31,"Investment Tax Credit",2015-06-01,"http://programs.dsireusa.org/system/program/detail/3428",NA,NA,NA,0.072,NA,0,"Inf"
"ITC","UT","com",NA,NA,NA,0,660,50000,NA,NA,"Renewable Energy Systems Tax Credit (Corporate)",2015-04-10,"http://programs.dsireusa.org/system/program/detail/248",NA,NA,NA,0.1,NA,0,"Inf"
"ITC","UT","res",NA,NA,NA,0,Inf,2000,NA,NA,"Renewable Energy Systems Tax Credit (Personal)",2015-04-10,"http://programs.dsireusa.org/system/program/detail/83",NA,NA,NA,0.25,NA,0,"Inf"
"ITC","ND","com",NA,NA,NA,0,Inf,Inf,NA,2015-01-01,"Renewable Energy Tax Credit",2014-12-31,"http://programs.dsireusa.org/system/program/detail/532",NA,NA,NA,0.15,NA,0,"Inf"
"ITC","NC","com",NA,NA,NA,0,Inf,2500000,NA,2015-12-31,"Renewable Energy Tax Credit (Corporate)",2015-05-11,"http://programs.dsireusa.org/system/program/detail/540",NA,NA,NA,0.35,NA,0,"Inf"
"ITC","NC","res",NA,NA,NA,0,Inf,10500,NA,2015-12-31,"Renewable Energy Tax Credit (Personal)",2015-05-11,"http://programs.dsireusa.org/system/program/detail/541",NA,NA,NA,0.35,NA,0,"Inf"
"ITC","MT","res",NA,NA,NA,0,Inf,1000,NA,NA,"Residential Alternative Energy System Tax Credit",2015-06-01,"http://programs.dsireusa.org/system/program/detail/366",NA,NA,NA,1,NA,0,"Inf"
"ITC","MA","res",NA,NA,NA,0,Inf,1000,NA,NA,"Residential Renewable Energy Income Tax Credit",2015-06-01,"http://programs.dsireusa.org/system/program/detail/144",NA,NA,NA,0.15,NA,0,"Inf"
"ITC","KY","com",NA,NA,NA,0,Inf,1000,NA,2015-12-31,"Renewable Energy Tax Credit (Corporate)",2015-12-01,"http://programs.dsireusa.org/system/program/detail/2938",NA,NA,NA,0.3,NA,0,"Inf"
"ITC","KY","res",NA,NA,NA,0,Inf,500,NA,2015-12-31,"Renewable Energy Tax Credit (Personal)",2015-04-25,"http://programs.dsireusa.org/system/program/detail/2931",NA,NA,NA,0.3,NA,0,"Inf"
"ITC","AZ","com",NA,NA,NA,0,Inf,25000,NA,2018-12-31,"Non-Residential Solar & Wind Tax Credit (Corporate)",2015-06-17,"http://programs.dsireusa.org/system/program/detail/1661",NA,NA,NA,0.1,NA,0,"Inf"
"ITC","AZ","res",NA,NA,NA,0,Inf,1000,NA,NA,"Residential Solar and Wind Energy Systems Tax Credit",2015-06-17,"http://programs.dsireusa.org/system/program/detail/118",NA,NA,NA,0.25,NA,0,"Inf"
"ITD","ID","res",NA,NA,NA,0,Inf,20000,NA,NA,"Residential Alternative Energy Tax Deduction",2015-12-18,"http://programs.dsireusa.org/system/program/detail/137",NA,NA,NA,1,NA,0,"Inf"
"production_based_rebate","NY","com",NA,0,NA,0,2000,35000,0.5,2016-02-29,"On-Site Wind Incentive Program",2015-04-30,"http://programs.dsireusa.org/system/program/detail/2605",3.5,NA,NA,NA,0,0,"10000"
"production_based_rebate","NY","com",NA,35000,NA,0,2000,150000,0.5,2016-02-29,"On-Site Wind Incentive Program",2015-04-30,"http://programs.dsireusa.org/system/program/detail/2606",1,NA,NA,NA,10000,10000,"125000"
"production_based_rebate","NY","com",NA,150000,NA,0,2000,412500,0.5,2016-02-29,"On-Site Wind Incentive Program",2015-04-30,"http://programs.dsireusa.org/system/program/detail/2607",0.3,NA,NA,NA,125000,125000,"1e+06"
"production_based_rebate","NY","com",NA,412500,NA,0,2000,1e+06,0.5,2016-02-29,"On-Site Wind Incentive Program",2015-04-30,"http://programs.dsireusa.org/system/program/detail/2608",0.15,NA,NA,NA,1e+06,1e+06,"Inf"
"production_based_rebate","NY","res",NA,0,NA,0,2000,35000,0.5,2016-02-29,"On-Site Wind Incentive Program",2015-04-30,"http://programs.dsireusa.org/system/program/detail/2605",3.5,NA,NA,NA,0,0,"10000"
"production_based_rebate","NY","res",NA,35000,NA,0,2000,150000,0.5,2016-02-29,"On-Site Wind Incentive Program",2015-04-30,"http://programs.dsireusa.org/system/program/detail/2606",1,NA,NA,NA,10000,10000,"125000"
"production_based_rebate","NY","res",NA,150000,NA,0,2000,412500,0.5,2016-02-29,"On-Site Wind Incentive Program",2015-04-30,"http://programs.dsireusa.org/system/program/detail/2607",0.3,NA,NA,NA,125000,125000,"1e+06"
"production_based_rebate","NY","res",NA,412500,NA,0,2000,1e+06,0.5,2016-02-29,"On-Site Wind Incentive Program",2015-04-30,"http://programs.dsireusa.org/system/program/detail/2608",0.15,NA,NA,NA,1e+06,1e+06,"Inf"
"PTC","UT","com",NA,NA,NA,660,Inf,Inf,Inf,NA,"Renewable Energy Systems Tax Credit (Corporate)",2015-04-10,"http://programs.dsireusa.org/system/program/detail/248",0.0035,4,NA,NA,NA,0,"Inf"
"PTC","OR","res",NA,NA,NA,0,Inf,1500,0.5,2018-01-01,"Residential Energy Tax Credit",2015-11-10,"http://programs.dsireusa.org/system/program/detail/638",2,1,NA,NA,NA,0,"Inf"
