year,system_capex_per_kw_res,system_capex_per_kw_com,system_capex_per_kw_ind,system_om_per_kw_res,system_om_per_kw_com,system_om_per_kw_ind,system_variable_om_per_kw_res,system_variable_om_per_kw_com,system_variable_om_per_kw_ind
2014,3284.981095,2699.070473,2699.070473,20,15,15,0,0,0
2015,4024.774529,2464.680204,2464.680204,24.29,18.36025339,18.36025339,0,0,0
2016,3782.044173,2622.500479,2622.500479,22.69226504,17.9353362,17.9353362,0,0,0
2017,2897.382822,1996.050983,1996.050983,17.38429693,13.65103486,13.65103486,0,0,0
2018,2559.731938,1454.964405,1454.964405,15.35839163,10.65053232,10.65053232,0,0,0
2019,2414.446681,1345.599441,1345.599441,14.48668009,9.832583014,9.832583014,0,0,0
2020,2256.602114,1259.989846,1259.989846,13.53961268,9.037097184,9.037097184,0,0,0
2021,2011.661897,1133.68251,1133.68251,12.06997138,8.033278643,8.033278643,0,0,0
2022,1881.477242,1089.850958,1089.850958,11.52886345,7.733513731,7.733513731,0,0,0
2023,1791.292587,1046.019405,1046.019405,10.98775552,7.433748818,7.433748818,0,0,0
2024,1701.107931,1002.187853,1002.187853,10.44664759,7.133983906,7.133983906,0,0,0
2025,1610.923276,958.3563008,958.3563008,9.905539657,6.834218993,6.834218993,0,0,0
2026,1520.738621,914.5247484,914.5247484,9.364431725,6.534454081,6.534454081,0,0,0
2027,1430.553966,870.6931961,870.6931961,8.823323794,6.234689168,6.234689168,0,0,0
2028,1340.36931,826.8616438,826.8616438,8.282215863,5.934924255,5.934924255,0,0,0
2029,1250.184655,783.0300915,783.0300915,7.741107931,5.635159343,5.635159343,0,0,0
2030,1160,739.1985392,739.1985392,7.2,5.33539443,5.33539443,0,0,0
2031,1101.765463,720.1098731,720.1098731,6.850592776,5.20484664,5.20484664,0,0,0
2032,1043.530925,701.021207,701.021207,6.501185552,5.074298849,5.074298849,0,0,0
2033,985.2963881,681.932541,681.932541,6.151778329,4.943751058,4.943751058,0,0,0
2034,927.0618508,662.8438749,662.8438749,5.802371105,4.813203268,4.813203268,0,0,0
2035,868.8273135,643.7552088,643.7552088,5.452963881,4.682655477,4.682655477,0,0,0
2036,810.5927762,624.6665427,624.6665427,5.103556657,4.552107686,4.552107686,0,0,0
2037,752.3582389,605.5778767,605.5778767,4.754149433,4.421559896,4.421559896,0,0,0
2038,694.1237016,586.4892106,586.4892106,4.40474221,4.291012105,4.291012105,0,0,0
2039,635.8891643,567.4005445,567.4005445,4.055334986,4.160464314,4.160464314,0,0,0
2040,577.654627,548.3118785,548.3118785,3.705927762,4.029916524,4.029916524,0,0,0
2041,575.8891643,545.6811434,545.6811434,3.695334986,4.011924871,4.011924871,0,0,0
2042,574.1237016,543.0504084,543.0504084,3.68474221,3.993933219,3.993933219,0,0,0
2043,572.3582389,540.4196734,540.4196734,3.674149433,3.975941567,3.975941567,0,0,0
2044,570.5927762,537.7889384,537.7889384,3.663556657,3.957949914,3.957949914,0,0,0
2045,568.8273135,535.1582034,535.1582034,3.652963881,3.939958262,3.939958262,0,0,0
2046,567.0618508,532.5274683,532.5274683,3.642371105,3.92196661,3.92196661,0,0,0
2047,565.2963881,529.8967333,529.8967333,3.631778329,3.903974957,3.903974957,0,0,0
2048,563.5309254,527.2659983,527.2659983,3.621185552,3.885983305,3.885983305,0,0,0
2049,561.7654627,524.6352633,524.6352633,3.610592776,3.867991652,3.867991652,0,0,0
2050,560,522.0045283,522.0045283,3.6,3.85,3.85,0,0,0
