year,batt_capex_per_kwh_res,batt_capex_per_kw_res,batt_capex_per_kwh_nonres,batt_capex_per_kw_nonres,linear_constant_res,linear_constant_nonres,batt_om_per_kw_res,batt_om_per_kwh_res,batt_om_per_kw_nonres,batt_om_per_kwh_nonres,batt_replace_frac_kw,batt_replace_frac_kwh
2031,458.5655060117419,633.1395340299389,206.87865221305762,473.5313268560164,0.0,0.0,71.18213196237174,0.0,52.04183742832987,0.0,0.174,1
2032,440.868728055436,628.5218563472328,198.89487339821463,470.07771999282244,0.0,0.0,69.2277470594329,0.0,50.626288543427236,0.0,0.174,1
2033,423.1719500991301,623.9041786645265,190.91109458337158,466.62411312962837,0.0,0.0,67.27336215649407,0.0,49.21073965852458,0.0,0.174,1
2034,405.47517214282425,619.2865009818204,182.92731576852862,463.17050626643436,0.0,0.0,65.31897725355525,0.0,47.795190773621954,0.0,0.174,1
2035,387.7783941865183,614.6688232991143,174.94353695368557,459.71689940324035,0.0,0.0,63.364592350616405,0.0,46.3796418887193,0.0,0.174,1
2036,377.7495925507721,612.0519755536086,170.41911255081268,457.7597330623199,0.0,0.0,62.257038277221554,0.0,45.577447330622824,0.0,0.174,1
2037,367.72079091502593,609.4351278081031,165.89468814793977,455.8025667213995,0.0,0.0,61.14948420382672,0.0,44.77525277252635,0.0,0.174,1
2038,357.6919892792797,606.8182800625975,161.3702637450669,453.8454003804791,0.0,0.0,60.04193013043187,0.0,43.97305821442987,0.0,0.174,1
2039,347.6631876435335,604.2014323170919,156.84583934219398,451.88823403955865,0.0,0.0,58.93437605703703,0.0,43.17086365633339,0.0,0.174,1
2040,337.63438600778744,601.5845845715863,152.32141493932116,449.93106769863823,0.0,0.0,57.826821983642205,0.0,42.36866909823691,0.0,0.174,1
2041,327.6055843720412,598.9677368260808,147.79699053644828,447.97390135771786,0.0,0.0,56.71926791024735,0.0,41.56647454014043,0.0,0.174,1
2042,317.57678273629506,596.3508890805751,143.27256613357537,446.0167350167974,0.0,0.0,55.611713836852516,0.0,40.76427998204396,0.0,0.174,1
2043,307.54798110054884,593.7340413350695,138.74814173070249,444.05956867587696,0.0,0.0,54.504159763457665,0.0,39.96208542394748,0.0,0.174,1
2044,297.5191794648027,591.117193589564,134.2237173278296,442.10240233495654,0.0,0.0,53.396605690062835,0.0,39.159890865851,0.0,0.174,1
2045,287.49037782905657,588.5003458440583,129.69929292495675,440.1452359940361,0.0,0.0,52.28905161666798,0.0,38.35769630775453,0.0,0.174,1
2046,277.46157619331035,585.8834980985528,125.17486852208386,438.1880696531157,0.0,0.0,51.181497543273146,0.0,37.55550174965805,0.0,0.174,1
2047,267.43277455756413,583.2666503530472,120.65044411921096,436.23090331219527,0.0,0.0,50.07394346987831,0.0,36.75330719156157,0.0,0.174,1
2048,257.40397292181797,580.6498026075416,116.12601971633806,434.27373697127484,0.0,0.0,48.96638939648346,0.0,35.95111263346509,0.0,0.174,1
2049,247.3751712860718,578.032954862036,111.6015953134652,432.3165706303545,0.0,0.0,47.85883532308863,0.0,35.14891807536861,0.0,0.174,1
2050,237.34636965032567,575.4161071165305,107.07717091059233,430.35940428943405,0.0,0.0,46.75128124969378,0.0,34.34672351727214,0.0,0.174,1
