year,batt_capex_per_kwh_res,batt_capex_per_kw_res,batt_capex_per_kwh_nonres,batt_capex_per_kw_nonres,linear_constant_res,linear_constant_nonres,batt_om_per_kw_res,batt_om_per_kwh_res,batt_om_per_kw_nonres,batt_om_per_kwh_nonres,batt_replace_frac_kw,batt_replace_frac_kwh
2014,799.542952870194,876.1572500830023,360.7082659025788,655.2866830563515,0.0,0.0,115.00058529033947,0.0,83.92478986666667,0.0,0.174,1
2015,799.542952870194,876.1572500830023,360.7082659025788,655.2866830563515,0.0,0.0,115.00058529033947,0.0,83.92478986666667,0.0,0.174,1
2016,799.542952870194,876.1572500830023,360.7082659025788,655.2866830563515,0.0,0.0,115.00058529033947,0.0,83.92478986666667,0.0,0.174,1
2017,799.542952870194,876.1572500830023,360.7082659025788,655.2866830563515,0.0,0.0,115.00058529033947,0.0,83.92478986666667,0.0,0.174,1
2018,799.542952870194,876.1572500830023,360.7082659025788,655.2866830563515,0.0,0.0,115.00058529033947,0.0,83.92478986666667,0.0,0.174,1
2019,799.542952870194,876.1572500830023,360.7082659025788,655.2866830563515,0.0,0.0,115.00058529033947,0.0,83.92478986666667,0.0,0.174,1
2020,799.542952870194,876.1572500830023,360.7082659025788,655.2866830563515,0.0,0.0,115.00058529033947,0.0,83.92478986666667,0.0,0.174,1
2021,799.542952870194,876.1572500830023,360.7082659025788,655.2866830563515,0.0,0.0,115.00058529033947,0.0,83.92478986666667,0.0,0.174,1
2022,799.542952870194,876.1572500830023,360.7082659025788,655.2866830563515,0.0,0.0,115.00058529033947,0.0,83.92478986666667,0.0,0.174,1
2023,799.542952870194,876.1572500830023,360.7082659025788,655.2866830563515,0.0,0.0,115.00058529033947,0.0,83.92478986666667,0.0,0.174,1
2024,615.03304066938,673.9671154484632,277.4678968481375,504.06667927411655,0.0,0.0,88.46198868487653,0.0,64.55753066666666,0.0,0.174,1
2025,581.0412182313256,665.0975189459664,262.13272156770506,497.4330202230515,0.0,0.0,84.70802258097122,0.0,61.83855625975487,0.0,0.174,1
2026,547.0493957932713,656.2279224434695,246.79754628727264,490.79936117198645,0.0,0.0,80.95405647706592,0.0,59.119581852843076,0.0,0.174,1
2027,529.3526178369654,651.6102447607634,238.81376747242965,487.3457543087925,0.0,0.0,78.99967157412708,0.0,57.70403296794044,0.0,0.174,1
2028,511.65583988065947,646.9925670780573,230.82998865758663,483.8921474455984,0.0,0.0,77.04528667118824,0.0,56.2884840830378,0.0,0.174,1
2029,493.95906192435365,642.3748893953511,222.84620984274363,480.4385405824044,0.0,0.0,75.09090176824941,0.0,54.87293519813516,0.0,0.174,1
2030,476.26228396804777,637.757211712645,214.86243102790064,476.9849337192104,0.0,0.0,73.13651686531058,0.0,53.45738631323252,0.0,0.174,1
