year,batt_capex_per_kwh_res,batt_capex_per_kw_res,batt_capex_per_kwh_nonres,batt_capex_per_kw_nonres,linear_constant_res,linear_constant_nonres,batt_om_per_kw_res,batt_om_per_kwh_res,batt_om_per_kw_nonres,batt_om_per_kwh_nonres,batt_replace_frac_kw,batt_replace_frac_kwh
2031,597.7469852830053,669.4566089383648,269.6694126762341,500.69322679212604,0.0,0.0,86.55296288583511,0.0,63.17483509988249,0.0,0.174,1
2032,595.2775487992376,668.8122508654936,268.55534350881936,500.21130500898454,0.0,0.0,86.28024491454349,0.0,62.97730716177047,0.0,0.174,1
2033,592.8081123154698,668.1678927926224,267.4412743414046,499.72938322584304,0.0,0.0,86.00752694325188,0.0,62.77977922365845,0.0,0.174,1
2034,590.338675831702,667.5235347197512,266.3272051739898,499.24746144270154,0.0,0.0,85.73480897196025,0.0,62.58225128554643,0.0,0.174,1
2035,587.8692393479341,666.87917664688,265.21313600657504,498.76553965956003,0.0,0.0,85.46209100066862,0.0,62.38472334743441,0.0,0.174,1
2036,585.3998028641663,666.2348185740087,264.0990668391603,498.2836178764185,0.0,0.0,85.18937302937698,0.0,62.187195409322385,0.0,0.174,1
2037,582.9303663803986,665.5904605011375,262.98499767174553,497.801696093277,0.0,0.0,84.91665505808537,0.0,61.98966747121037,0.0,0.174,1
2038,580.4609298966308,664.9461024282664,261.8709285043307,497.3197743101355,0.0,0.0,84.64393708679374,0.0,61.792139533098336,0.0,0.174,1
2039,577.991493412863,664.3017443553952,260.75685933691597,496.83785252699397,0.0,0.0,84.37121911550211,0.0,61.59461159498632,0.0,0.174,1
2040,575.5220569290951,663.6573862825239,259.6427901695012,496.35593074385247,0.0,0.0,84.09850114421047,0.0,61.3970836568743,0.0,0.174,1
2041,573.0526204453273,663.0130282096527,258.5287210020864,495.87400896071097,0.0,0.0,83.82578317291883,0.0,61.19955571876226,0.0,0.174,1
2042,570.5831839615596,662.3686701367815,257.41465183467164,495.39208717756946,0.0,0.0,83.55306520162722,0.0,61.002027780650245,0.0,0.174,1
2043,568.1137474777918,661.7243120639104,256.3005826672569,494.91016539442796,0.0,0.0,83.2803472303356,0.0,60.80449984253822,0.0,0.174,1
2044,565.644310994024,661.0799539910391,255.1865134998421,494.42824361128646,0.0,0.0,83.00762925904395,0.0,60.60697190442619,0.0,0.174,1
2045,563.1748745102561,660.4355959181679,254.07244433242735,493.94632182814496,0.0,0.0,82.73491128775233,0.0,60.40944396631418,0.0,0.174,1
2046,560.7054380264883,659.7912378452967,252.95837516501257,493.46440004500346,0.0,0.0,82.46219331646071,0.0,60.211916028202154,0.0,0.174,1
2047,558.2360015427205,659.1468797724255,251.84430599759781,492.98247826186196,0.0,0.0,82.18947534516907,0.0,60.01438809009014,0.0,0.174,1
2048,555.7665650589528,658.5025216995543,250.73023683018303,492.50055647872045,0.0,0.0,81.91675737387746,0.0,59.81686015197811,0.0,0.174,1
2049,553.297128575185,657.8581636266831,249.61616766276825,492.01863469557895,0.0,0.0,81.64403940258582,0.0,59.61933221386608,0.0,0.174,1
2050,550.8276920914171,657.2138055538119,248.5020984953535,491.53671291243745,0.0,0.0,81.37132143129418,0.0,59.421804275754056,0.0,0.174,1
